#OTU ID	description	TL1a_DTT_173_Repeat	TL1a_FP_140	TL1a_DTT_76_Repeat	TL1a_FP_207	TL1a_FP_65	TL1a_FP_64	TL1a_DTT_172_Re_extracted	TL1a_FP_209	TL1a_FP_206	TL1a_FP_242	TL1a_FP_77	TL1a_FP_245	TL1a_FP_76	TL1a_FP_102	TL1a_DTT_169_Re_extracted	TL1a_FP_98	TL1a_FP_75	TL1a_FP_173	TL1a_FP_141	TL1a_FP_174	TL1a_FP_144	TL1a_FP_142	TL1a_FP_62	TL1a_DTT_245_Repeat	TL1a_FP_74	TL1a_FP_172	TL1a_FP_171	TL1a_FP_66	TL1a_FP_143	TL1a_FP_100	TL1a_FP_99	TL1a_FP_246	TL1a_FP_78	TL1a_FP_210	TL1a_FP_208	TL1a_DTT_244_Repeat	TL1a_FP_101	TL1a_FP_244	TL1a_FP_63	TL1a_DTT_142_Repeat	TL1a_FP_243	TL1a_FP_170	TL1a_DTT_78	TL1a_FP_205	TL1a_DTT_139	TL1a_DTT_171	TL1a_FP_73	TL1a_DTT_209	TL1a_DTT_74	TL1a_FP_139	TL1a_DTT_141	TL1a_DTT_210	TL1a_DTT_241	TL1a_DTT_243	TL1a_DTT_205	TL1a_DTT_206	TL1a_DTT_64	TL1a_DTT_62	TL1a_DTT_65	TL1a_DTT_242	TL1a_DTT_73	TL1a_DTT_63	TL1a_DTT_207	TL1a_DTT_75	TL1a_DTT_246	TL1a_DTT_97	TL1a_FP_169	TL1a_DTT_66	TL1a_FP_61	TL1a_FP_241	TL1a_DTT_140	TL1a_DTT_99	TL1a_DTT_77	TL1a_DTT_98	TL1a_FP_97	TL1a_DTT_170	TL1a_DTT_208	TL1A_DTT_642	TL1A_FP_641	TL1A_FP_689	TL1A_FP_638	TL1A_FP_640	TL1A_FP_685	TL1A_FP_686	TL1A_DTT_640	TL1A_FP_639	TL1A_FP_687	TL1A_DTT_638	TL1A_FP_637	TL1A_FP_688	TL1A_DTT_641	TL1A_DTT_639	TL1A_DTT_687	TL1A_DTT_689	taxonomy
K19097	blaVEB; beta-lactamase class A VEB [EC:3.5.2.6]	1339.0	6471.0	808.33	5613.0	30017.67	3921.67	412.33	63988.33	5436.33	302.67	7806.0	39338.33	7505.33	1030.67	609.0	3883.67	4430.67	15353.0	2210.33	9163.67	1681.67	351.0	4557.67	5268.67	2498.67	77.33	2986.0	24595.67	954.33	1546.0	2083.0	42970.0	15805.33	4337.67	59281.0	5313.67	360.67	32369.33	7567.67	45.67	290.0	1258.0	12946.33	6474.0	4475.67	3230.0	2992.0	10830.0	2509.33	1228.67	3195.67	3382.33	2094.67	2417.67	7626.0	4482.67	16926.33	6412.33	15072.33	1161.0	6447.67	4171.67	8056.0	2619.67	12309.33	3344.33	4923.33	10361.0	3344.67	366.33	3745.33	4223.33	12979.0	3193.33	3904.0	2374.67	8993.67	233.33	4972.67	7667.67	1572.0	7293.67	509.67	1504.0	507.67	1723.0	839.67	263.33	2168.0	4393.0	272.67	1604.33	504.33	954.67	
K19114	csh1; CRISPR-associated protein Csh1	25.0	126.0	107.0	73.0	93.0	24.0	35.0	205.0	107.0	38.0	252.0	160.0	313.0	41.0	0.0	76.0	60.0	40.0	54.0	118.0	81.0	33.0	107.0	106.0	73.0	0.0	88.0	120.0	77.0	152.0	39.0	260.0	180.0	15.0	161.0	91.0	6.0	264.0	110.0	15.0	20.0	53.0	68.0	82.0	113.0	34.0	123.0	101.0	38.0	77.0	53.0	67.0	9.0	28.0	106.0	71.0	1049.0	59.0	342.0	22.0	77.0	47.0	42.0	27.0	233.0	258.0	87.0	326.0	53.0	37.0	6.0	102.0	126.0	43.0	78.0	36.0	24.0	6.0	91.0	101.0	12.0	88.0	7.0	10.0	12.0	21.0	6.0	13.0	37.0	22.0	6.0	111.0	10.0	21.0	
K19115	csh2; CRISPR-associated protein Csh2	25.0	126.0	107.0	73.0	93.0	24.0	35.0	205.0	107.0	38.0	252.0	160.0	313.0	41.0	0.0	76.0	60.0	40.0	54.0	118.0	81.0	33.0	107.0	106.0	73.0	0.0	88.0	120.0	77.0	152.0	39.0	260.0	180.0	15.0	161.0	91.0	6.0	264.0	110.0	15.0	20.0	53.0	68.0	82.0	113.0	34.0	123.0	101.0	38.0	77.0	53.0	67.0	9.0	28.0	106.0	71.0	1049.0	59.0	342.0	22.0	77.0	47.0	42.0	27.0	233.0	258.0	87.0	326.0	53.0	37.0	6.0	102.0	126.0	43.0	78.0	36.0	24.0	6.0	91.0	101.0	12.0	88.0	7.0	10.0	12.0	21.0	6.0	13.0	37.0	22.0	6.0	111.0	10.0	21.0	
K19116	cas5h; CRISPR-associated protein Cas5h	25.0	126.0	107.0	73.0	93.0	24.0	35.0	205.0	107.0	38.0	252.0	160.0	313.0	41.0	0.0	76.0	60.0	40.0	54.0	118.0	81.0	33.0	107.0	106.0	73.0	0.0	88.0	120.0	77.0	152.0	39.0	260.0	180.0	15.0	161.0	91.0	6.0	264.0	110.0	15.0	20.0	53.0	68.0	82.0	113.0	34.0	123.0	101.0	38.0	77.0	53.0	67.0	9.0	28.0	106.0	71.0	1049.0	59.0	342.0	22.0	77.0	47.0	42.0	27.0	233.0	258.0	87.0	326.0	53.0	37.0	6.0	102.0	126.0	43.0	78.0	36.0	24.0	6.0	91.0	101.0	12.0	88.0	7.0	10.0	12.0	21.0	6.0	13.0	37.0	22.0	6.0	111.0	10.0	21.0	
K19117	csd1, cas8c; CRISPR-associated protein Csd1	2213.2	18753.4	2392.33	7946.5	34600.77	5415.67	1861.63	65071.53	6812.83	1538.47	10264.8	44407.83	9900.63	17245.07	4109.2	5503.97	8326.369999999999	17421.7	4604.43	11318.77	7490.27	4853.4	8668.67	6836.47	8167.87	1171.83	18813.7	29963.77	7105.93	7807.0	3916.8	46117.5	20181.73	7188.07	60122.8	6362.67	31964.47	34596.73	11190.87	3065.27	1636.9	4682.2	13903.83	7779.8	6696.87	7053.4	4883.3	12244.6	4499.33	3770.37	6537.97	6906.33	5854.87	3497.37	11174.2	5534.67	19670.13	8494.73	16997.33	2150.7	8649.869999999999	5345.07	9833.5	3423.17	15554.23	5844.83	7530.83	11963.5	7311.57	1655.43	6113.03	7517.33	14413.2	4889.63	5350.8	6053.47	9845.07	1988.33	5998.67	8772.17	3404.0	7931.17	2555.17	4081.5	2414.67	3860.0	5801.67	6765.83	3979.5	5729.0	1590.67	6705.33	5003.83	2115.17	
K19118	csd2, cas7; CRISPR-associated protein Csd2	2535.2	18800.4	2559.33	9266.5	34347.77	5429.67	2174.63	65073.53	7197.83	1716.47	10330.8	44425.83	10286.63	17360.07	4162.2	5533.97	8590.369999999999	17486.7	4682.43	11463.77	8295.27	5059.4	8820.67	7099.47	8297.869999999999	1185.83	19682.7	29830.77	7563.93	7841.0	3949.8	46245.5	20562.73	7291.07	60112.8	6478.67	31966.47	34840.73	11434.87	3065.27	2039.9	4867.2	14149.83	8031.8	6816.87	7615.4	5100.3	13772.6	4597.33	4057.37	6755.97	7619.33	6096.87	3715.37	12270.2	6001.67	19941.13	8566.73	17944.33	2331.7	8715.869999999999	5421.07	11065.5	3457.17	16965.23	5994.83	7919.83	12343.5	8022.57	1802.43	6353.03	7587.33	14635.2	4867.63	5430.8	6306.47	9906.07	2056.33	6021.67	8823.17	3410.0	7911.17	2613.17	4189.5	2488.67	3894.0	5951.67	6826.83	4080.5	5732.0	1632.67	7053.33	5013.83	2150.17	
K19119	cas5d; CRISPR-associated protein Cas5d	2366.2	19008.4	2631.33	8454.5	34784.77	5483.67	1993.63	65884.53	7136.83	1804.47	11088.8	46644.83	11053.63	17392.07	4136.2	5663.97	8841.369999999999	17616.7	4768.43	11636.77	7822.27	4995.4	8946.67	7166.47	8337.869999999999	1181.83	19196.7	30410.77	7445.93	8028.0	4266.8	47494.5	20842.73	7317.07	60666.8	6626.67	31971.47	35648.73	11608.87	3065.27	1839.9	4892.2	14074.83	8034.8	6899.87	7227.4	5172.3	12436.6	4711.33	3951.37	6730.97	7236.33	5995.87	3630.37	11444.2	5716.67	22569.13	8691.73	17521.33	2267.7	8868.869999999999	5463.07	10028.5	3536.17	16223.23	6169.83	7683.83	12595.5	7951.57	1807.43	6200.03	7740.33	14519.2	5067.63	5595.8	6207.47	9957.07	2019.33	6179.67	9031.17	3421.0	8111.17	2563.17	4160.5	2441.67	3905.0	6065.67	6767.83	4058.5	5920.0	1620.67	6782.33	5024.83	2147.17	
K19123	casA, cse1; CRISPR system Cascade subunit CasA	272.0	866.0	870.0	556.0	1418.0	286.0	75.0	3303.0	359.0	1.0	576.0	47.0	530.0	479.0	5.0	581.0	1359.0	126.0	896.0	256.0	1632.0	375.0	1111.0	47.0	945.0	0.0	3843.0	1248.0	912.0	456.0	930.0	11.0	2428.0	96.0	1530.0	9.0	5.0	33.0	1427.0	319.0	0.0	1861.0	950.0	943.0	246.0	762.0	1093.0	1555.0	376.0	1394.0	354.0	2650.0	0.0	0.0	5393.0	1246.0	1721.0	166.0	1175.0	16.0	703.0	80.0	1861.0	126.0	9.0	934.0	1803.0	1269.0	2150.0	0.0	383.0	360.0	927.0	443.0	1248.0	478.0	6448.0	80.0	22.0	57.0	79.0	18.0	116.0	255.0	144.0	196.0	139.0	98.0	193.0	12.0	71.0	297.0	85.0	127.0	
K19124	casC, cse4; CRISPR system Cascade subunit CasC	272.0	866.0	870.0	556.0	1418.0	286.0	75.0	3303.0	359.0	1.0	576.0	47.0	530.0	479.0	5.0	581.0	1359.0	126.0	896.0	256.0	1632.0	375.0	1111.0	47.0	945.0	0.0	3843.0	1248.0	912.0	456.0	930.0	11.0	2428.0	96.0	1530.0	9.0	5.0	33.0	1427.0	319.0	0.0	1861.0	950.0	943.0	246.0	762.0	1093.0	1555.0	376.0	1394.0	354.0	2650.0	0.0	0.0	5393.0	1246.0	1721.0	166.0	1175.0	16.0	703.0	80.0	1861.0	126.0	9.0	934.0	1803.0	1269.0	2150.0	0.0	383.0	360.0	927.0	443.0	1248.0	478.0	6448.0	80.0	22.0	57.0	79.0	18.0	116.0	255.0	144.0	196.0	139.0	98.0	193.0	12.0	71.0	297.0	85.0	127.0	
K19125	casD, cse5; CRISPR system Cascade subunit CasD	272.0	866.0	870.0	556.0	1418.0	286.0	75.0	3303.0	359.0	1.0	576.0	47.0	530.0	479.0	5.0	581.0	1359.0	126.0	896.0	256.0	1632.0	375.0	1111.0	47.0	945.0	0.0	3843.0	1248.0	912.0	456.0	930.0	11.0	2428.0	96.0	1530.0	9.0	5.0	33.0	1427.0	319.0	0.0	1861.0	950.0	943.0	246.0	762.0	1093.0	1555.0	376.0	1394.0	354.0	2650.0	0.0	0.0	5393.0	1246.0	1721.0	166.0	1175.0	16.0	703.0	80.0	1861.0	126.0	9.0	934.0	1803.0	1269.0	2150.0	0.0	383.0	360.0	927.0	443.0	1248.0	478.0	6448.0	80.0	22.0	57.0	79.0	18.0	116.0	255.0	144.0	196.0	139.0	98.0	193.0	12.0	71.0	297.0	85.0	127.0	
K19126	casE, cse3; CRISPR system Cascade subunit CasE	272.0	866.0	870.0	556.0	1418.0	286.0	75.0	3303.0	359.0	1.0	576.0	47.0	530.0	479.0	5.0	581.0	1359.0	126.0	896.0	256.0	1632.0	375.0	1111.0	47.0	945.0	0.0	3843.0	1248.0	912.0	456.0	930.0	11.0	2428.0	96.0	1530.0	9.0	5.0	33.0	1427.0	319.0	0.0	1861.0	950.0	943.0	246.0	762.0	1093.0	1555.0	376.0	1394.0	354.0	2650.0	0.0	0.0	5393.0	1246.0	1721.0	166.0	1175.0	16.0	703.0	80.0	1861.0	126.0	9.0	934.0	1803.0	1269.0	2150.0	0.0	383.0	360.0	927.0	443.0	1248.0	478.0	6448.0	80.0	22.0	57.0	79.0	18.0	116.0	255.0	144.0	196.0	139.0	98.0	193.0	12.0	71.0	297.0	85.0	127.0	
K19128	csy2; CRISPR-associated protein Csy2	248.0	866.0	46.0	0.0	1418.0	286.0	57.0	0.0	0.0	0.0	576.0	0.0	452.0	458.0	4.0	581.0	1359.0	113.0	896.0	228.0	1628.0	368.0	1111.0	0.0	942.0	0.0	3843.0	1246.0	912.0	456.0	930.0	0.0	2428.0	0.0	0.0	0.0	1.0	0.0	1427.0	6.0	0.0	1861.0	893.0	0.0	196.0	762.0	1093.0	0.0	236.0	1394.0	350.0	0.0	0.0	0.0	0.0	0.0	1099.0	166.0	1122.0	0.0	502.0	80.0	0.0	80.0	0.0	706.0	1803.0	1197.0	2150.0	0.0	222.0	337.0	853.0	335.0	1248.0	468.0	0.0	77.0	22.0	16.0	79.0	18.0	116.0	255.0	139.0	196.0	139.0	98.0	193.0	9.0	68.0	297.0	85.0	124.0	
K19129	csy3; CRISPR-associated protein Csy3	248.0	866.0	46.0	0.0	1418.0	286.0	57.0	0.0	0.0	0.0	576.0	0.0	452.0	458.0	4.0	581.0	1359.0	113.0	896.0	228.0	1628.0	368.0	1111.0	0.0	942.0	0.0	3843.0	1246.0	912.0	456.0	930.0	0.0	2428.0	0.0	0.0	0.0	1.0	0.0	1427.0	6.0	0.0	1861.0	893.0	0.0	196.0	762.0	1093.0	0.0	236.0	1394.0	350.0	0.0	0.0	0.0	0.0	0.0	1099.0	166.0	1122.0	0.0	502.0	80.0	0.0	80.0	0.0	706.0	1803.0	1197.0	2150.0	0.0	222.0	337.0	853.0	335.0	1248.0	468.0	0.0	77.0	22.0	16.0	79.0	18.0	116.0	255.0	139.0	196.0	139.0	98.0	193.0	9.0	68.0	297.0	85.0	124.0	
K19141	cmr5; CRISPR-associated protein Cmr5	7.5	193.5	62.0	19.0	20.5	21.0	0.5	0.0	9.5	9.0	69.5	6.0	82.5	61.5	0.5	65.5	366.0	14.0	86.0	4.0	105.5	42.0	212.5	11.0	98.5	0.0	181.0	22.5	61.5	100.0	110.5	5.0	190.0	0.0	0.0	12.0	0.0	15.5	141.5	0.0	11.5	100.0	96.0	5.5	190.5	148.0	172.0	7.0	111.0	86.5	180.5	0.0	19.5	25.0	15.0	11.5	141.0	143.0	19.5	17.5	248.5	75.0	20.0	112.5	3.5	126.0	76.5	18.5	186.5	6.0	179.0	172.0	125.0	224.0	65.0	89.0	4.0	0.0	0.0	1.5	0.0	3.5	0.0	0.0	0.0	0.5	0.0	0.0	0.5	0.0	2.0	0.0	0.0	0.0	
K19142	cmr6; CRISPR-associated protein Cmr6	25.0	122.0	107.0	63.0	61.0	16.0	32.0	102.0	98.0	38.0	207.0	160.0	271.0	37.0	0.0	63.0	44.0	25.0	50.0	88.0	68.0	29.0	98.0	106.0	66.0	0.0	62.0	45.0	74.0	136.0	24.0	260.0	157.0	10.0	84.0	91.0	6.0	264.0	99.0	15.0	20.0	40.0	59.0	68.0	113.0	30.0	101.0	96.0	33.0	62.0	53.0	67.0	9.0	28.0	104.0	52.0	1002.0	57.0	338.0	22.0	61.0	47.0	34.0	27.0	233.0	255.0	57.0	293.0	38.0	37.0	0.0	99.0	114.0	39.0	63.0	36.0	20.0	6.0	16.0	20.0	9.0	34.0	1.0	6.0	5.0	18.0	0.0	8.0	37.0	0.0	3.0	104.0	0.0	5.0	
K19147	mcrC; 5-methylcytosine-specific restriction enzyme subunit McrC	166.4	854.6	758.0	48.0	499.4	375.4	1137.0	143.0	19.0	0.0	877.8	2056.0	769.6	514.8	3172.0	546.8	890.8	1721.0	762.2	2105.0	1312.4	6191.0	2236.0	0.0	1075.2	282.0	1953.2	249.8	3123.2	496.0	164.4	763.0	3086.4	8612.0	550.0	0.0	107.0	0.0	2630.2	203.0	0.0	808.8	303.2	33.0	1492.2	2071.8	1069.6	26.0	2987.6	630.2	2178.2	0.0	0.0	0.0	7.0	36.0	523.8	5442.0	587.6	0.0	2714.2	2029.2	17.0	1381.0	29.0	1670.4	1728.4	312.8	1533.6	0.0	1714.4	2120.6	712.2	1073.2	430.6	2210.8	18.0	156.8	47.0	70.2	50.2	6.6	205.2	950.6	182.2	88.8	224.4	37.0	194.0	25.4	139.6	332.8	185.6	53.2	
K19148	tisB; small toxic protein TisB	45.0	0.0	1095.0	556.0	191.0	11.0	30.0	3303.0	359.0	1.0	10.0	47.0	171.0	53.0	1.0	20.0	0.0	13.0	0.0	28.0	4.0	7.0	13.0	47.0	3.0	0.0	0.0	98.0	51.0	5089.0	11.0	11.0	18.0	96.0	1530.0	9.0	673.0	33.0	21.0	338.0	0.0	0.0	62.0	943.0	50.0	0.0	4.0	1555.0	177.0	0.0	4.0	2667.0	0.0	0.0	5393.0	1246.0	629.0	41.0	58.0	16.0	243.0	9.0	1861.0	49.0	9.0	228.0	0.0	82.0	28.0	0.0	165.0	40.0	86.0	122.0	6.0	10.0	6448.0	10.0	3.0	41.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	40.0	3.0	0.0	0.0	20.0	
K19155	yhaV; toxin YhaV [EC:3.1.-.-]	24.0	0.0	824.0	556.0	0.0	0.0	18.0	3303.0	359.0	1.0	0.0	47.0	78.0	21.0	1.0	0.0	0.0	13.0	0.0	28.0	4.0	7.0	0.0	47.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	11.0	0.0	96.0	1530.0	9.0	4.0	33.0	0.0	313.0	0.0	0.0	57.0	943.0	50.0	0.0	0.0	1555.0	140.0	0.0	4.0	2650.0	0.0	0.0	5393.0	1246.0	622.0	0.0	53.0	16.0	201.0	0.0	1861.0	46.0	9.0	228.0	0.0	72.0	0.0	0.0	161.0	23.0	74.0	108.0	0.0	10.0	6448.0	3.0	0.0	41.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	3.0	
K19156	prlF, sohA; antitoxin PrlF	24.0	0.0	824.0	556.0	0.0	0.0	18.0	3303.0	359.0	1.0	0.0	47.0	78.0	21.0	1.0	0.0	0.0	13.0	0.0	28.0	4.0	7.0	0.0	47.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	11.0	0.0	96.0	1530.0	9.0	4.0	33.0	0.0	313.0	0.0	0.0	57.0	943.0	50.0	0.0	0.0	1555.0	140.0	0.0	4.0	2650.0	0.0	0.0	5393.0	1246.0	622.0	0.0	53.0	16.0	201.0	0.0	1861.0	46.0	9.0	228.0	0.0	72.0	0.0	0.0	161.0	23.0	74.0	108.0	0.0	10.0	6448.0	3.0	0.0	41.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	3.0	
K19157	yafQ; mRNA interferase YafQ [EC:3.1.-.-]	881.5	4861.38	1439.12	15497.0	5966.12	2778.25	1920.75	3471.0	7305.0	565.0	1717.0	1590.0	1722.0	2430.0	2065.0	3273.75	6214.12	3223.0	2811.0	8012.88	6158.0	2902.12	7386.38	883.0	4468.0	388.0	7707.88	2552.75	4213.25	2813.25	3447.12	1311.5	8096.0	2974.0	2105.0	709.0	1191.88	1008.0	7513.88	446.5	963.0	3089.25	1246.0	3107.0	2968.5	4718.25	3615.5	15237.0	3455.25	5075.5	4236.38	65133.0	898.0	713.0	8341.0	2634.0	2378.0	3246.0	2459.88	578.0	3975.5	2280.38	7943.0	1825.5	2602.0	4287.25	3525.0	1680.75	7935.5	465.0	2764.25	5120.25	1732.5	3035.38	3495.25	3572.12	10453.0	1909.25	724.12	3683.0	1594.88	252.0	2331.12	5845.5	2222.5	2725.25	3204.62	1525.88	4794.0	961.88	1772.62	11631.5	1862.0	658.5	
K19158	yoeB; toxin YoeB [EC:3.1.-.-]	4288.93	188604.3	5537.7	1223.5	150354.8	91615.8	25252.3	340.5	782.0	127295.0	10731.97	18032.16	9100.6	36563.2	10506.5	82010.1	44889.73	11711.33	59568.3	20631.73	132296.5	53375.7	29001.0	13282.33	35155.23	1739.33	265236.2	90154.93	91072.41	45312.43	89165.1	49662.84	31090.0	16742.5	672.0	15806.67	36132.0	114151.33	27382.4	1498.0	156200.0	99490.1	4929.1	328.5	65486.2	61913.6	25575.5	493.0	30902.1	67392.2	77841.0	8762.33	104939.67	137082.83	1807.0	642.5	4659.7	47147.7	4106.5	115112.0	36939.9	28615.5	1158.83	17720.2	26709.5	59938.0	41606.4	3213.4	17051.2	115585.5	47249.7	72484.8	5635.0	61689.7	63750.1	50493.87	775.67	7853.97	1900.43	1110.7	9144.6	710.6	12847.5	24724.7	8046.6	14209.2	21181.1	10865.8	18305.0	2277.27	6779.14	30422.8	11285.8	2824.1	
K19159	yefM; antitoxin YefM	1650.03	64002.2	2412.7	859.5	51868.4	31056.9	8155.8	139.5	519.0	42441.0	4156.17	5415.66	3263.0	20394.9	2863.5	28128.8	16355.93	2793.83	20589.6	3913.73	45401.6	15519.7	10858.0	4586.33	14592.53	877.83	91073.5	33055.130000000005	30448.71	17113.93	30667.2	16611.34	12120.1	2564.5	88.0	5326.67	31389.5	38184.83	10201.7	703.0	52039.0	34566.3	2201.4	151.5	21984.5	21150.8	9228.9	96.0	10066.0	23634.5	26383.3	6110.33	36761.67	45811.83	817.0	427.5	2770.9	14861.7	1993.4	38445.0	12172.7	9410.3	527.8299999999998	5768.2	8786.0	20654.1	14783.5	1846.1	7631.6	38530.5	15732.3	25330.2	2341.8	20845.5	22266.0	17270.07	661.6700000000002	3451.67	1097.93	684.5	4169.9	484.0	5434.8	9378.6	3715.9	6052.4	9908.2	7840.3	6977.5	1363.37	2884.04	13120.5	6592.7	1650.9	
K19162	tomB; hha toxicity modulator TomB	45.0	0.0	1095.0	556.0	191.0	11.0	30.0	3303.0	359.0	1.0	10.0	47.0	171.0	53.0	1.0	20.0	0.0	13.0	0.0	28.0	4.0	7.0	13.0	47.0	3.0	0.0	0.0	98.0	51.0	5089.0	11.0	11.0	18.0	96.0	1530.0	9.0	673.0	33.0	21.0	338.0	0.0	0.0	62.0	943.0	50.0	0.0	4.0	1555.0	177.0	0.0	4.0	2667.0	0.0	0.0	5393.0	1246.0	629.0	41.0	58.0	16.0	243.0	9.0	1861.0	49.0	9.0	228.0	0.0	82.0	28.0	0.0	165.0	40.0	86.0	122.0	6.0	10.0	6448.0	10.0	3.0	41.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	40.0	3.0	0.0	0.0	20.0	
K19165	phd; antitoxin Phd	11.33	4.0	0.0	12.0	7.0	8.0	31.0	28.0	16.0	12.0	37.67	362.66	38.0	22.0	58.0	2.0	8.33	105.33	0.0	96.33	9.0	389.0	7.0	76.33	5.33	38.33	0.0	25.33	253.01	113.33	0.0	125.34	8.0	100.0	20.0	181.67	58.0	140.33	0.0	0.0	9.0	13.0	0.0	7.0	0.0	2.0	8.0	35.0	3.0	3.0	1.0	60.33	20.67	11.33	28.0	8.0	399.0	0.0	16.0	8.0	0.0	5.0	8.33	0.0	100.0	7.0	7.0	9.0	9.0	8.0	0.0	9.0	0.0	6.0	3.0	20.67	23.67	5.67	45.33	19.0	4.0	108.0	7.0	8.0	15.0	6.0	7.0	3.0	14.0	25.67	2.34	63.0	3.0	2.0	
K19166	higB; mRNA interferase HigB [EC:3.1.-.-]	1272.4	65123.6	1729.0	0.0	53142.4	31821.4	7649.0	46.0	0.0	42278.0	3639.8	3187.0	2576.6	6053.8	686.0	28591.8	16446.8	1260.0	20549.2	2890.0	45310.4	12845.0	13040.0	4136.0	11970.2	45.0	89644.2	29986.8	27950.2	13574.0	30721.4	15519.0	13051.4	121.0	34.0	5009.0	471.0	37837.0	12116.2	331.0	51893.0	33501.8	1397.2	0.0	22725.2	20845.8	9046.6	0.0	11937.6	23035.2	27243.2	0.0	33967.0	45489.0	0.0	0.0	511.8	17988.0	983.6	38224.0	13463.2	10633.2	158.0	6361.0	7467.0	21057.4	13569.4	615.8	7427.6	38379.0	16528.4	25335.6	1762.2	21430.2	21836.6	16478.8	0.0	2419.8	337.0	94.2	2981.2	117.6	4338.2	9389.6	2513.2	4840.8	6674.4	1976.0	6981.0	413.4	2289.6	10430.8	2811.6	640.2	
K19167	abiQ; protein AbiQ	0.0	0.0	1.0	11.5	1.0	11.5	97.5	4.0	2.0	3.0	341.5	821.0	172.0	13898.0	240.5	18.5	344.5	451.0	3.0	117.5	61.0	69.0	8.5	259.0	3223.0	114.0	2.0	2428.5	666.0	2817.0	4.0	512.0	39.5	92.0	2.0	59.0	29977.5	90.0	0.0	0.0	0.0	14.0	0.0	17.5	175.0	16.0	22.5	0.0	3.5	12.5	8.5	26.0	2195.5	10.5	2.0	123.5	1.0	0.0	0.0	11.0	6.5	11.0	89.5	0.0	765.0	30.0	5.5	3.5	28.0	9.5	0.5	833.0	1.0	4.5	20.5	32.0	498.0	1123.0	716.5	446.0	1395.5	326.0	1481.0	1258.0	1311.5	1498.5	3865.5	6062.0	610.5	941.5	750.5	3436.5	4095.0	963.5	
K19168	cptA; toxin CptA	45.0	0.0	1095.0	556.0	191.0	11.0	30.0	3303.0	359.0	1.0	10.0	47.0	171.0	53.0	1.0	20.0	0.0	13.0	0.0	28.0	4.0	7.0	13.0	47.0	3.0	0.0	0.0	98.0	51.0	5089.0	11.0	11.0	18.0	96.0	1530.0	9.0	673.0	33.0	21.0	338.0	0.0	0.0	62.0	943.0	50.0	0.0	4.0	1555.0	177.0	0.0	4.0	2667.0	0.0	0.0	5393.0	1246.0	629.0	41.0	58.0	16.0	243.0	9.0	1861.0	49.0	9.0	228.0	0.0	82.0	28.0	0.0	165.0	40.0	86.0	122.0	6.0	10.0	6448.0	10.0	3.0	41.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	40.0	3.0	0.0	0.0	20.0	
K19169	dndB; DNA sulfur modification protein DndB	49.0	0.0	995.0	44.0	271.0	44.0	17.0	0.0	6.0	33.0	94.0	4.0	69.0	20.0	3.0	9.0	82.0	3.0	4.0	18.0	0.0	5.0	81.0	158.0	41.0	0.0	0.0	204.0	64.0	14.0	29.0	36.0	107.0	0.0	0.0	65.0	0.0	11.0	78.0	0.0	49.0	9.0	53.0	16.0	0.0	9.0	55.0	46.0	21.0	8.0	0.0	5947.0	17.0	12.0	19.0	23.0	405.0	39.0	318.0	10.0	78.0	12.0	25.0	11.0	213.0	139.0	4.0	275.0	48.0	19.0	0.0	23.0	110.0	26.0	26.0	0.0	13.0	5.0	3.0	7.0	11.0	5.0	25.0	11.0	16.0	7.0	21.0	23.0	33.0	0.0	11.0	69.0	11.0	7.0	
K19170	dndC; DNA sulfur modification protein DndC	49.0	0.0	995.0	44.0	271.0	44.0	17.0	0.0	6.0	33.0	94.0	4.0	69.0	20.0	3.0	9.0	82.0	3.0	4.0	18.0	0.0	5.0	81.0	158.0	41.0	0.0	0.0	204.0	64.0	14.0	29.0	36.0	107.0	0.0	0.0	65.0	0.0	11.0	78.0	0.0	49.0	9.0	53.0	16.0	0.0	9.0	55.0	46.0	21.0	8.0	0.0	5947.0	17.0	12.0	19.0	23.0	405.0	39.0	318.0	10.0	78.0	12.0	25.0	11.0	213.0	139.0	4.0	275.0	48.0	19.0	0.0	23.0	110.0	26.0	26.0	0.0	13.0	5.0	3.0	7.0	11.0	5.0	25.0	11.0	16.0	7.0	21.0	23.0	33.0	0.0	11.0	69.0	11.0	7.0	
