"","L1...Terminal.Pathway","L2A","L2B","L2C","L2D","L2E","L2F","L2G"
"3509","superpathway of dimethylsulfone degradation","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3510","superpathway of dimethylsulfoniopropanoate degradation","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"3511","superpathway of diterpene resin acids biosynthesis","Diterpenoid Biosynthesis (44 instances)",NA,NA,NA,NA,NA,NA
"3512","superpathway of dTDP-glucose-derived antibiotic building blocks biosynthesis","Sugar Nucleotide Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
"3513","superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis","Sugar Nucleotide Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
"3514","superpathway of enterobacterial common antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA,NA
"3515","superpathway of ergosterol biosynthesis I","Sterol Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA
"3516","superpathway of ergosterol biosynthesis II","Sterol Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA
"3517","superpathway of ergotamine biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"3518","superpathway of erythromycin biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"3519","superpathway of erythromycin biosynthesis (without sugar biosynthesis)","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"3520","superpathway of fatty acid biosynthesis I (E. coli)","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"3521","superpathway of fatty acid biosynthesis II (plant)","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"3522","superpathway of fatty acid biosynthesis initiation (E. coli)","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"3523","superpathway of fatty acids biosynthesis (E. coli)","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"3524","superpathway of fermentation (Chlamydomonas reinhardtii)","Fermentation (81 instances)",NA,NA,NA,NA,NA,NA
"3525","superpathway of flavones and derivatives biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3526","superpathway of formononetin derivative biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3527","superpathway of fucose and rhamnose degradation",NA,NA,NA,NA,NA,NA,NA
"3528","superpathway of fumitremorgin biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3529","superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis","Sugar Nucleotide Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
"3530","superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)","Terpenoid Biosynthesis (203 instances)","Polyprenyl Biosynthesis (18 instances)",NA,NA,NA,NA,NA
"3531","superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)","Terpenoid Biosynthesis (203 instances)","Polyprenyl Biosynthesis (18 instances)",NA,NA,NA,NA,NA
"3532","superpathway of gibberellin biosynthesis","Plant Hormone Biosynthesis (37 instances)","Diterpenoid Biosynthesis (44 instances)",NA,NA,NA,NA,NA
"3533","superpathway of gibberellin GA12 biosynthesis","Plant Hormone Biosynthesis (37 instances)","Diterpenoid Biosynthesis (44 instances)",NA,NA,NA,NA,NA
"3534","superpathway of glandular trichomes produced diterpenoids (tobacco)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"3535","superpathway of glucose and xylose degradation","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"3536","superpathway of glycerol degradation to 1,3-propanediol","Alcohol Degradation (20 instances)",NA,NA,NA,NA,NA,NA
"3537","superpathway of glycoalkaloid metabolism (Solanaceae)","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"3538","superpathway of glycol metabolism and degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3539","superpathway of glycolysis and the Entner-Doudoroff pathway",NA,NA,NA,NA,NA,NA,NA
"3540","superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass",NA,NA,NA,NA,NA,NA,NA
"3541","superpathway of glycosphingolipids biosynthesis","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"3542","superpathway of glyoxylate bypass and TCA",NA,NA,NA,NA,NA,NA,NA
"3543","superpathway of glyoxylate cycle and fatty acid degradation",NA,NA,NA,NA,NA,NA,NA
"3544","superpathway of guanine and guanosine salvage","Purine Nucleotide Salvage (13 instances)",NA,NA,NA,NA,NA,NA
"3545","superpathway of guanosine nucleotides de novo biosy","Purine Nucleotide Biosynthesis (33 instances)",NA,NA,NA,NA,NA,NA
"3546","superpathway of guanosine nucleotides de novo biosynthesis I","Purine Nucleotide Biosynthesis (33 instances)",NA,NA,NA,NA,NA,NA
"3547","superpathway of guanosine nucleotides de novo biosynthesis II","Purine Nucleotide Biosynthesis (33 instances)",NA,NA,NA,NA,NA,NA
"3548","superpathway of guanosine nucleotides degradation (plants)","Purine Nucleotide Degradation (16 instances)",NA,NA,NA,NA,NA,NA
"3549","superpathway of heme b biosynthesis from glutamate","Heme Biosynthesis (13 instances)","Heme Biosynthesis (13 instances)",NA,NA,NA,NA,NA
"3550","superpathway of heme b biosynthesis from glycine","Heme Biosynthesis (13 instances)","Heme Biosynthesis (13 instances)",NA,NA,NA,NA,NA
"3551","superpathway of heme b biosynthesis from uroporphyrinogen-III","Heme Biosynthesis (13 instances)","Heme Biosynthesis (13 instances)",NA,NA,NA,NA,NA
"3552","superpathway of heparan sulfate biosynthesis","Polysaccharide Biosynthesis (73 instances)","Polysaccharide Biosynthesis (73 instances)","Polysaccharide Biosynthesis (73 instances)",NA,NA,NA,NA
"3553","superpathway of hexitol degradation (bacteria)","Sugar Derivative Degradation (56 instances)",NA,NA,NA,NA,NA,NA
"3554","superpathway of hexuronide and hexuronate degradation",NA,NA,NA,NA,NA,NA,NA
"3555","superpathway of histidine, purine, and pyrimidine biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3556","superpathway of hydrogen production","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3557","superpathway of hydrolyzable tannin biosynthesis","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"3558","superpathway of hyoscyamine and scopolamine biosynthesis",NA,"Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA
"3559","superpathway of indole-3-acetate conjugate biosynthesis","Inactivation (19 instances)",NA,NA,NA,NA,NA,NA
"3560","superpathway of inositol phosphate compounds","Sugar Alcohol Biosynthesis (22 instances)","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA
"3561","superpathway of isoflavonoids (via naringenin)","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"3562","superpathway of jasmonoyl-amino acid conjugates biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3563","superpathway of kavalactone biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3564","superpathway of Kdo2-lipid A biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3565","superpathway of L-alanine biosynthesis","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"3566","superpathway of L-alanine fermentation (Stickland reaction)","Fermentation (81 instances)","Carboxylate Degradation (101 instances)","Fermentation to Short-Chain Fatty Acids (40 instances)","Fermentation to Short-Chain Fatty Acids (40 instances)",NA,NA,NA
"3567","superpathway of L-arginine and L-ornithine degradation","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"3568","superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"3569","superpathway of L-asparagine biosynthesis","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"3570","superpathway of L-aspartate and L-asparagine biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3571","superpathway of L-citrulline metabolism","Other Amino Acid Biosynthesis (24 instances)",NA,NA,NA,NA,NA,NA
"3572","superpathway of L-cysteine biosynthesis (fungi)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"3573","superpathway of L-cysteine biosynthesis (mammalian)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"3574","superpathway of L-homoserine and L-methionine biosynthesis","L-methionine Biosynthesis (14 instances)",NA,NA,NA,NA,NA,NA
"3575","superpathway of L-isoleucine biosynthesis I","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"3576","superpathway of L-lysine degradation","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"3577","superpathway of L-lysine, L-threonine and L-methionine biosynthesis I","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3578","superpathway of L-lysine, L-threonine and L-methionine biosynthesis II","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3579","superpathway of L-methionine biosynt","L-methionine Biosynthesis (14 instances)",NA,NA,NA,NA,NA,NA
"3580","superpathway of L-methionine biosynthesis (by sulfhydrylation)","L-methionine Biosynthesis (14 instances)",NA,NA,NA,NA,NA,NA
"3581","superpathway of L-methionine biosynthesis (transsulfuration)","L-methionine Biosynthesis (14 instances)",NA,NA,NA,NA,NA,NA
"3582","superpathway of L-methionine salvage and degradation","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"3583","superpathway of L-phenylalanine and L-tyrosine biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3584","superpathway of L-phenylalanine biosynthesis","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"3585","superpathway of L-serine and glycine biosynthesis I","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3586","superpathway of L-threonine biosynthesis","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"3587","superpathway of L-threonine metabolism","Proteinogenic Amino Acid Degradation (113 instances)",NA,NA,NA,NA,NA,NA
"3588","superpathway of L-tryptophan biosynthesis","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"3589","superpathway of L-tyrosine biosynthesis","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"3590","superpathway of linalool biosynthesis","Terpenoid Biosynthesis (203 instances)","Monoterpenoid Biosynthesis (24 instances)",NA,NA,NA,NA,NA
"3591","superpathway of linamarin and lotaustralin biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3592","superpathway of lipoxygenase","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3593","superpathway of megalomicin A biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"3594","superpathway of melatonin degradation","Hormone Degradation (20 instances)",NA,NA,NA,NA,NA,NA
"3595","superpathway of menaquinol-10 biosynthesis","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"3596","superpathway of menaquinol-11 biosynthesis","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"3597","superpathway of menaquinol-12 biosynthesis","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"3598","superpathway of menaquinol-13 biosynthesis","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"3599","superpathway of menaquinol-6 biosynthesis","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"3600","superpathway of menaquinol-7 biosynthesis","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"3601","superpathway of menaquinol-8 biosynthesis I","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"3602","superpathway of menaquinol-8 biosynthesis II","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"3603","superpathway of menaquinol-8 biosynthesis III","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"3604","superpathway of menaquinol-9 biosynthesis","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"3605","superpathway of methanogenesis","Anaerobic Respiration (40 instances)",NA,NA,NA,NA,NA,NA
"3606","superpathway of methylglyoxal degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3607","superpathway of methylsalicylate metabolism","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3608","superpathway of microbial D-galacturonate and D-glucuronate degradation","Secondary Metabolite Degradation (127 instances)",NA,NA,NA,NA,NA,NA
"3609","superpathway of mycolate biosynthesis","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"3610","superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis","Cell Structure Biosynthesis (104 instances)","Carbohydrate Biosynthesis (228 instances)","Glycan Pathways (121 instances)",NA,NA,NA,NA
"3611","superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3612","superpathway of N-acetylneuraminate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3613","superpathway of NAD biosynthesis in eukaryotes","NAD Metabolism (19 instances)","Enzyme Cofactor Biosynthesis (137 instances)","NAD Metabolism (19 instances)",NA,NA,NA,NA
"3614","superpathway of NAD/NADP - NADH/NADPH interconversion (yeast)","Electron Carrier Biosynthesis (99 instances)","Enzyme Cofactor Biosynthesis (137 instances)",NA,NA,NA,NA,NA
"3615","superpathway of neomycin biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"3616","superpathway of nicotinate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3617","superpathway of nicotine biosynthesis","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"3618","superpathway of oleoresin turpentine biosynthesis",NA,"Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA
"3619","superpathway of ornithine degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3620","superpathway of penicillin, cephalosporin and cephamycin biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"3621","superpathway of pentose and pentitol degradation","Sugar Derivative Degradation (56 instances)","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA
"3622","superpathway of phenylethylamine degradation","Degradation/Utilization/Assimilation (1104 instances)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA
"3623","superpathway of phosphatidylcholine biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3624","superpathway of phospholipid biosynthesis I (bacteria)","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"3625","superpathway of phospholipid biosynthesis II (plants)","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"3626","superpathway of photosynthetic hydrogen production","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3627","superpathway of phylloquinol biosynthesis","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"3628","superpathway of plastoquinol biosynthesis","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"3629","superpathway of polyamine biosynthesis I","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3630","superpathway of polyamine biosynthesis II","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3631","superpathway of polyamine biosynthesis III","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3632","superpathway of polybrominated aromatic compound biosynthesis","Aromatic Compound Biosynthesis (51 instances)",NA,NA,NA,NA,NA,NA
"3633","superpathway of polymethylated quercetin/quercetagetin glucoside biosynthesis (Chrysosplenium)","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"3634","superpathway of pterocarpan biosynthesis (via daidzein)","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"3635","superpathway of pterocarpan biosynthesis (via formononetin)","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"3636","superpathway of purine deoxyribonucleosides degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3637","superpathway of purine nucleotide salvage","Purine Nucleotide Biosynthesis (33 instances)",NA,NA,NA,NA,NA,NA
"3638","superpathway of purine nucleotides de novo biosyn","Purine Nucleotide Biosynthesis (33 instances)",NA,NA,NA,NA,NA,NA
"3639","superpathway of purine nucleotides de novo biosynthesis I","Purine Nucleotide Biosynthesis (33 instances)",NA,NA,NA,NA,NA,NA
"3640","superpathway of purine nucleotides de novo biosynthesis II","Purine Nucleotide Biosynthesis (33 instances)",NA,NA,NA,NA,NA,NA
"3641","superpathway of purines degradation in plants",NA,"Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA
"3642","superpathway of putrescine biosynthesis","Amine and Polyamine Biosynthesis (38 instances)",NA,NA,NA,NA,NA,NA
"3643","superpathway of pyridoxal 5'-phosphate biosynthesis and salvage",NA,"Enzyme Cofactor Biosynthesis (137 instances)","Vitamin Biosynthesis (66 instances)",NA,NA,NA,NA
"3644","superpathway of pyrimidine deoxyribonucleoside salvage","Pyrimidine Nucleotide Biosynthesis (23 instances)",NA,NA,NA,NA,NA,NA
"3645","superpathway of pyrimidine deoxyribonucleosides degradation","Nucleoside and Nucleotide Degradation (40 instances)",NA,NA,NA,NA,NA,NA
"3646","superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis","2'-Deoxyribonucleotide Biosynthesis (11 instances)","Pyrimidine Nucleotide De Novo Biosynthesis (11 instances)",NA,NA,NA,NA,NA
"3647","superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","2'-Deoxyribonucleotide Biosynthesis (11 instances)","Pyrimidine Nucleotide De Novo Biosynthesis (11 instances)",NA,NA,NA,NA,NA
"3648","superpathway of pyrimidine nucleobases salvage","Pyrimidine Nucleotide Biosynthesis (23 instances)",NA,NA,NA,NA,NA,NA
"3649","superpathway of pyrimidine ribonucleosides degradation","Pyrimidine Nucleotide Degradation (13 instances)","Pyrimidine Nucleotide Degradation (13 instances)",NA,NA,NA,NA,NA
"3650","superpathway of pyrimidine ribonucleosides salvage","Pyrimidine Nucleotide Biosynthesis (23 instances)",NA,NA,NA,NA,NA,NA
"3651","superpathway of pyrimidine ribonucleotides de novo biosynthesis","Pyrimidine Nucleotide De Novo Biosynthesis (11 instances)",NA,NA,NA,NA,NA,NA
"3652","superpathway of quinolone and alkylquinolone biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3653","superpathway of rifamycin B biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"3654","superpathway of roquefortine, meleagrin and neoxaline biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"3655","superpathway of rosmarinic acid biosynthesis","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"3656","superpathway of S-adenosyl-L-methionine biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3657","superpathway of salicylate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3658","superpathway of scopolin and esculin biosynthesis","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"3659","superpathway of seleno-compound metabolism","Amino Acid Biosynthesis (124 instances)","Selenium Metabolism (5 instances)","Detoxification (65 instances)",NA,NA,NA,NA
"3660","superpathway of stearidonate biosynthesis (cyanobacteria)","Unsaturated Fatty Acid Biosynthesis (60 instances)",NA,NA,NA,NA,NA,NA
"3661","superpathway of steroid hormone biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3662","superpathway of sterol biosynthesis in diatoms","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,"Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA
"3663","superpathway of sulfate assimilation and cysteine biosynthesis","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3664","superpathway of sulfide oxidation (Acidithiobacillus ferrooxidans)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"3665","superpathway of sulfide oxidation (phototrophic sulfur bacteria)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"3666","superpathway of sulfide oxidation (Starkeya novella)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"3667","superpathway of sulfolactate degradation","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"3668","superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3669","superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)","Generation of Precursor Metabolites and Energy (240 instances)","Sulfur Compound Metabolism (87 instances)",NA,"Sulfur Compound Metabolism (87 instances)",NA,NA,NA
"3670","superpathway of sulfur oxidation (Acidianus ambivalens)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"3671","superpathway of taurine degradation",NA,"Nitrogen Compound Metabolism (33 instances)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA
"3672","superpathway of testosterone and androsterone degradation","Fatty Acid and Lipid Degradation (57 instances)",NA,NA,NA,NA,NA,NA
"3673","superpathway of tetracycline and oxytetracycline biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"3674","superpathway of tetrahydrofolate biosynthesis","Single Carbon Carrier Biosynthesis (23 instances)","Vitamin Biosynthesis (66 instances)",NA,NA,NA,NA,NA
"3675","superpathway of tetrahydrofolate biosynthesis and salvage","Single Carbon Carrier Biosynthesis (23 instances)","Vitamin Biosynthesis (66 instances)",NA,NA,NA,NA,NA
"3676","superpathway of tetrahydroxyxanthone biosynthesis",NA,"Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA
"3677","superpathway of tetrathionate reduction (Salmonella typhimurium)",NA,"Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA
"3678","superpathway of the 3-hydroxypropanoate cycle","CO2 Fixation (15 instances)",NA,NA,NA,NA,NA,NA
"3679","superpathway of thiamine diphosphate biosynthesis I",NA,"Enzyme Cofactor Biosynthesis (137 instances)","Vitamin Biosynthesis (66 instances)",NA,NA,NA,NA
"3680","superpathway of thiamine diphosphate biosynthesis II",NA,"Enzyme Cofactor Biosynthesis (137 instances)","Vitamin Biosynthesis (66 instances)",NA,NA,NA,NA
"3681","superpathway of thiamine diphosphate biosynthesis III (eukaryotes)",NA,"Enzyme Cofactor Biosynthesis (137 instances)","Vitamin Biosynthesis (66 instances)",NA,NA,NA,NA
"3682","superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)",NA,"Sulfur Compound Metabolism (87 instances)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA
"3683","superpathway of trichothecene biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3684","superpathway of trimethylamine degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3685","superpathway of ubiquinol-6 biosynthesis (late decarboxylation)",NA,"Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA
"3686","superpathway of ubiquinol-8 biosynthesis (early decarboxylation)",NA,"Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA
"3687","superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis",NA,"Sugar Nucleotide Biosynthesis (92 instances)",NA,NA,NA,NA,NA
"3688","superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis",NA,"Sugar Nucleotide Biosynthesis (92 instances)",NA,NA,NA,NA,NA
"3689","superpathway of unsaturated fatty acids biosynthesis (E. coli)",NA,"Fatty Acid Biosynthesis (92 instances)",NA,NA,NA,NA,NA
"3690","superpathway of vanillin and vanillate degradation",NA,"Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA
"3691","Superpathways (382 instances)",NA,NA,NA,NA,NA,NA,NA
"3692","synechoxanthin biosynthesis","Carotenoid Biosynthesis (43 instances)","Tetraterpenoid Biosynthesis (38 instances)",NA,NA,NA,NA,NA
"3693","syringate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3694","syringetin biosynthesis","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"3695","T-2 toxin biosynthesis","Sesquiterpenoid Biosynthesis (41 instances)","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA
"3696","t-anethole biosynthesis","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"3697","tabtoxinine-beta-lactam biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3698","Taurine Biosynthesis (2 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3699","taurine biosynthesis I","Sulfur-Containing Secondary Compound Biosynthesis (13 instances)",NA,NA,NA,NA,NA,NA
"3700","taurine biosynthesis II","Sulfur-Containing Secondary Compound Biosynthesis (13 instances)",NA,NA,NA,NA,NA,NA
"3701","Taurine Degradation (5 instances)","Inorganic Nutrient Metabolism (142 instances)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA
"3702","taurine degradation I","Nitrogen Compound Metabolism (33 instances)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA
"3703","taurine degradation II","Nitrogen Compound Metabolism (33 instances)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA
"3704","taurine degradation III","Nitrogen Compound Metabolism (33 instances)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA
"3705","taurine degradation IV","Nitrogen Compound Metabolism (33 instances)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA
"3706","taxadiene biosynthesis (engineered)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"3707","taxiphyllin bioactivation","Nitrogen Containing Glucoside Degradation (12 instances)",NA,NA,NA,NA,NA,NA
"3708","taxiphyllin biosynthesis","Nitrogen-Containing Glucoside Biosynthesis (18 instances)",NA,NA,NA,NA,NA,NA
"3709","taxol biosynthesis","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"3710","TCA cycle",NA,NA,NA,NA,NA,NA,NA
"3711","TCA cycle (9 instances)",NA,NA,NA,NA,NA,NA,NA
"3712","TCA cycle I (prokaryotic)","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3713","TCA cycle II (plants and fungi)","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3714","TCA cycle III (animals)","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
