"","L1...Terminal.Pathway","L2A","L2B","L2C","L2D","L2E","L2F","L2G"
"3142","resolvin D biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3143","resorcinol degradation",NA,NA,NA,NA,NA,NA,NA
"3144","Respiration (65 instances)",NA,NA,NA,NA,NA,NA,NA
"3145","resveratrol biosynthesis","Secondary Metabolite Biosynthesis (911 instances)","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA
"3146","resveratrol degradation","Aromatic Compound Degradation (227 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA
"3147","retinoate biosynthesis I","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,NA,NA,NA,NA,NA
"3148","retinoate biosynthesis II","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,NA,NA,NA,NA,NA
"3149","retinol biosynthesis","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,NA,NA,NA,NA,NA
"3150","rhabduscin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3151","Rhamnogalacturonan Type I Degradation (2 instances)","Degradation/Utilization/Assimilation (1104 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA
"3152","rhamnogalacturonan type I degradation I",NA,"Carbohydrate Degradation (134 instances)","Polymeric Compound Degradation (52 instances)",NA,NA,NA,NA
"3153","rhamnogalacturonan type I degradation II (bacteria)","Carbohydrate Degradation (134 instances)","Polymeric Compound Degradation (52 instances)",NA,NA,NA,NA,NA
"3154","rhamnolipid biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3155","rhizobactin 1021 biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3156","rhizobitoxine biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3157","rhizocticin A and B biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3158","rhodoquinone-10 biosynthesis","Electron Carrier Biosynthesis (99 instances)",NA,NA,NA,NA,NA,NA
"3159","rhodoquinone-9 biosynthesis","Electron Carrier Biosynthesis (99 instances)",NA,NA,NA,NA,NA,NA
"3160","Rhodoquinone Biosynthesis (2 instances)","Carrier Biosynthesis (137 instances)",NA,NA,NA,NA,NA,NA
"3161","ribitol degradation","Secondary Metabolite Degradation (127 instances)",NA,NA,NA,NA,NA,NA
"3162","ribose phosphorylation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3163","ribostamycin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3164","ricinine degradation","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3165","ricinoleate biosynthesis","Fatty Acid and Lipid Biosynthesis (224 instances)","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA
"3166","rifamycin B biosynthesis","Secondary Metabolite Biosynthesis (911 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA
"3167","roquefortine C biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3168","rosamicin biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"3169","rose anthocyanin biosynthesis I (via cyanidin 5-O-beta-D-glucoside)","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"3170","rose anthocyanin biosynthesis II (via cyanidin 3-O-beta-D-glucoside)","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"3171","roseoflavin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3172","Rosmarinate Biosynthesis (2 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3173","rosmarinic acid biosynthesis I","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3174","rosmarinic acid biosynthesis II","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3175","rot-2'-enonate biosynthesis","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"3176","Rotenoid Biosynthesis (3 instances)","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"3177","rotenoid biosynthesis I","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"3178","rotenoid biosynthesis II","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"3179","roxarsone (and nitarsone) degradation III","Detoxification (65 instances)",NA,NA,NA,NA,NA,NA
"3180","roxarsone (and nitarsone) degradation IV","Detoxification (65 instances)",NA,NA,NA,NA,NA,NA
"3181","Roxarsone Degradation (4 instances)",NA,NA,NA,NA,NA,NA,NA
"3182","roxarsone degradation I","Detoxification (65 instances)",NA,NA,NA,NA,NA,NA
"3183","roxarsone degradation II","Detoxification (65 instances)",NA,NA,NA,NA,NA,NA
"3184","rubber biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3185","Rubber Degradation (2 instances)",NA,NA,NA,NA,NA,NA,NA
"3186","rubber degradation I","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3187","rubber degradation II","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3188","Rubisco shunt",NA,NA,NA,NA,NA,NA,NA
"3189","rutin biosynthesis","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"3190","rutin degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3191","rutin degradation (plants)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3192","S-(6-hydroxy-4-methylhexan-4-yl)-L-cysteinylglycine biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3193","S-(6-hydroxy-4-methylhexan-4-yl)-L-cysteinylglycine degradation",NA,NA,NA,NA,NA,NA,NA
"3194","S-adenosyl-L-methionine biosynthesis","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,NA,NA,NA,NA
"3195","S-adenosyl-L-methionine Biosynthesis (3 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3196","S-adenosyl-L-methionine salvage I","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,NA,NA,NA,NA,NA
"3197","S-adenosyl-L-methionine salvage II","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,NA,NA,NA,NA,NA
"3198","S-methyl-5'-thioadenosine Degradation (4 instances)",NA,NA,NA,NA,NA,NA,NA
"3199","S-methyl-5'-thioadenosine degradation I","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3200","S-methyl-5'-thioadenosine degradation II","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3201","S-methyl-5'-thioadenosine degradation III","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3202","S-methyl-5'-thioadenosine degradation IV","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3203","S-methyl-5-thio-alpha-D-ribose 1-phosphate Degradation (3 instances)","Proteinogenic Amino Acid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"3204","S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation I","L-methionine Biosynthesis (14 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA
"3205","S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation II","L-methionine Biosynthesis (14 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA
"3206","S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation III","L-methionine Biosynthesis (14 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA
"3207","S-methyl-L-methionine cycle",NA,NA,NA,NA,NA,NA,NA
"3208","s-Triazine Degredation (7 instances)",NA,NA,NA,NA,NA,NA,NA
"3209","saframycin A biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3210","sakuranetin biosynthesis","Phenylpropanoid Derivative Biosynthesis (211 instances)","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA
"3211","salicin biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3212","salicortin biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3213","Salicylate and Derivatives Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA,NA
"3214","salicylate biosynthesis I","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3215","salicylate biosynthesis II","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3216","Salicylate Degradation (4 instances)",NA,NA,NA,NA,NA,NA,NA
"3217","salicylate degradation I","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3218","salicylate degradation II","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3219","salicylate degradation III","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3220","salicylate degradation IV","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3221","salicylate glucosides biosynthesis I","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3222","salicylate glucosides biosynthesis II","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3223","salicylate glucosides biosynthesis III","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3224","salicylate glucosides biosynthesis IV","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3225","salidroside biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3226","saliniketal A biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3227","salinosporamide A biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3228","salmochelin biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3229","salmochelin degradation",NA,NA,NA,NA,NA,NA,NA
"3230","Salmonella enterica serotype O:13 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"3231","Salmonella enterica serotype O:18 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"3232","Salmonella enterica serotype O:2 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"3233","Salmonella enterica serotype O:3,10 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"3234","Salmonella enterica serotype O:39 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"3235","Salmonella enterica serotype O:4 O antigen biosynthesis (group B1)","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"3236","Salmonella enterica serotype O:54 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"3237","Salmonella enterica serotype O:6,7 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"3238","Salmonella enterica serotype O:8 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"3239","Salmonella enterica serotype O:9 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"3240","Salmonella enterica serotype O:9,46 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"3241","Salmonella enterica serotype O:9,46,27 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"3242","salvianin biosynthesis","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"3243","salvigenin biosynthesis","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"3244","sangivamycin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3245","sanguinarine and macarpine biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"3246","santalene biosynthesis I","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3247","santalene biosynthesis II","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3248","sapienate biosynthesis","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"3249","saponin biosynthesis II","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3250","saponin biosynthesis III","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3251","saponin biosynthesis IV","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3252","sarcinaxanthin diglucoside biosynthesis","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"3253","sch210971 and sch210972 biosynthesis","Secondary Metabolite Biosynthesis (911 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA
"3254","sciadonate biosynthesis","Fatty Acid Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
"3255","scopoletin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3256","secologanin and strictosidine biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA
"3257","Secondary Cell Wall (3 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3258","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA,NA
"3259","Secondary Metabolite Degradation (127 instances)",NA,NA,NA,NA,NA,NA,NA
"3260","sedoheptulose bisphosphate bypass",NA,NA,NA,NA,NA,NA,NA
"3261","selenate reduction","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3262","Selenium Metabolism (5 instances)",NA,NA,NA,NA,NA,NA,NA
"3263","seleno-amino acid biosynthesis (plants)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3264","Seleno-Amino Acid Detoxification (4 instances)",NA,"Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA
"3265","seleno-amino acid detoxification and volatilization I","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3266","seleno-amino acid detoxification and volatilization II","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3267","seleno-amino acid detoxification and volatilization III","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3268","selinene biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3269","senecionine N-oxide biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"3270","serine racemization","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3271","serinol biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3272","serotonin and melatonin biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3273","serotonin degradation",NA,NA,NA,NA,NA,NA,NA
"3274","sesamin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3275","sesaminol glucoside biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3276","Sesquiterpene Lactone Biosynthesis (3 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3277","Sesquiterpenoid Biosynthesis (41 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3278","Sesquiterpenoid Degradation (5 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3279","sesquiterpenoid phytoalexins biosynthesis","Secondary Metabolite Biosynthesis (911 instances)","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA
"3280","Shigella boydii serotype 6 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"3281","Shikimate Degradation (2 instances)",NA,NA,NA,NA,NA,NA,NA
"3282","shikimate degradation I","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3283","shikimate degradation II","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3284","shikonin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3285","shinorine biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3286","shisonin biosynthesis","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"3287","Siderophore and Metallophore Biosynthesis (29 instances)",NA,NA,NA,NA,NA,NA,NA
"3288","Signal transduction pathways (0 instances)",NA,NA,NA,NA,NA,NA,NA
"3289","sinapate ester biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3290","Single Carbon Carrier Biosynthesis (23 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3291","siroheme amide biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3292","siroheme biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3293","sitosterol degradation to androstenedione","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3294","sodorifen biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3295","solasodine and soladulcidine biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3296","solasodine glycosylation","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3297","sophoraflavanone G biosynthesis","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"3298","sophorolipid biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3299","sophorosyloxydocosanoate deacetylation",NA,NA,NA,NA,NA,NA,NA
"3300","Sorbitol Biosynthesis (2 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3301","sorbitol biosynthesis II","Sugar Derivative Biosynthesis (34 instances)",NA,NA,NA,NA,NA,NA
"3302","sorgoleone biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3303","soybean saponin I biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3304","spectinabilin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3305","Spermidine Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA,NA
"3306","spermidine biosynthesis I","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3307","spermidine biosynthesis II","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3308","spermidine biosynthesis III","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3309","spermidine hydroxycinnamic acid conjugates biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3310","Spermine and Spermidine Degradation (3 instances)",NA,NA,NA,NA,NA,NA,NA
"3311","spermine and spermidine degradation I","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3312","spermine and spermidine degradation II","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3313","spermine and spermidine degradation III","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3314","spermine biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3315","spheroidene and spheroidenone biosynthesis","Terpenoid Biosynthesis (203 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA
"3316","Sphingolipid Biosynthesis (12 instances)",NA,NA,NA,NA,NA,NA,NA
"3317","sphingolipid biosynthesis (mammals)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3318","sphingolipid biosynthesis (plants)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3319","sphingolipid biosynthesis (yeast)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3320","sphingomyelin metabolism",NA,NA,NA,NA,NA,NA,NA
"3321","sphingosine and sphingosine-1-phosphate metabolism","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3322","spinosyn A biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3323","spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis","Terpenoid Biosynthesis (203 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA
"3324","Spodoptera littoralis pheromone biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3325","spongiadioxin C biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3326","sporopollenin precursors biosynthesis",NA,"Biosynthesis (1993 instances)",NA,NA,NA,NA,NA
"3327","squid bioluminescence",NA,NA,NA,NA,NA,NA,NA
"3328","stachyose biosynthesis",NA,"Biosynthesis (1993 instances)",NA,NA,NA,NA,NA
"3329","stachyose degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3330","staphyloferrin A biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3331","staphyloferrin B biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3332","staphylopine biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3333","staphyloxanthin biosynthesis","Terpenoid Biosynthesis (203 instances)","Terpenoid Biosynthesis (203 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA
"3334","starch biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA,NA
"3335","Starch Degradation (5 instances)","Degradation/Utilization/Assimilation (1104 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA
"3336","starch degradation I","Carbohydrate Degradation (134 instances)","Polymeric Compound Degradation (52 instances)",NA,"Carbohydrate Degradation (134 instances)","Polymeric Compound Degradation (52 instances)",NA,NA
"3337","starch degradation II","Carbohydrate Degradation (134 instances)","Polymeric Compound Degradation (52 instances)",NA,NA,NA,NA,NA
"3338","starch degradation III","Carbohydrate Degradation (134 instances)","Polymeric Compound Degradation (52 instances)",NA,NA,NA,NA,NA
"3339","starch degradation IV","Carbohydrate Degradation (134 instances)","Polymeric Compound Degradation (52 instances)",NA,NA,NA,NA,NA
"3340","starch degradation V","Carbohydrate Degradation (134 instances)","Polymeric Compound Degradation (52 instances)",NA,NA,NA,NA,NA
"3341","staurosporine biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3342","Stearate Biosynthesis (4 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3343","stearate biosynthesis I (animals)","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"3344","stearate biosynthesis II (bacteria and plants)","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"3345","stearate biosynthesis III (fungi)","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"3346","stearate biosynthesis IV","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"3347","stearidonate biosynthesis (cyanobacteria)","Fatty Acid Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
"3348","stellariose and mediose biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3349","stellatic acid biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3350","stephacidin A biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3351","sterculate biosynthesis","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"3352","sterigmatocystin biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3353","Steroid Degradation (19 instances)",NA,NA,NA,NA,NA,NA,NA
"3354","Sterol Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA,NA
"3355","sterol biosynthesis (methylotrophs)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3356","sterol:steryl ester interconversion (yeast)",NA,"Biosynthesis (1993 instances)",NA,NA,NA,NA,NA
"3357","steviol biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3358","steviol glucoside biosynthesis (rebaudioside A biosynthesis)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3359","Stickland Fermentation (Oxidative Branch) (5 instances)","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3360","Stickland Fermentation (Reductive Branch) (9 instances)","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3361","stigma estolide biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3362","Stilbene Biosynthesis (3 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3363","Stilbene Phytoalexin Biosynthesis (2 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3364","stipitatate biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3365","Storage Compound Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA,NA
"3366","streptomycin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3367","streptorubin B biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3368","streptovaricin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA
