"","L1...Terminal.Pathway","L2A","L2B","L2C","L2D","L2E","L2F","L2G"
"3032","pyoverdine I biosynthesis","Siderophore and Metallophore Biosynthesis (29 instances)",NA,NA,NA,NA,NA,NA
"3033","pyrethrin I biosynthesis","Insecticide Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"3034","pyridoxal 5'-phosphate biosynthesis I","Vitamin B6 Biosynthesis (5 instances)","Vitamin B6 Biosynthesis (5 instances)",NA,NA,NA,NA,NA
"3035","pyridoxal 5'-phosphate biosynthesis II","Vitamin B6 Biosynthesis (5 instances)","Vitamin B6 Biosynthesis (5 instances)",NA,NA,NA,NA,NA
"3036","pyridoxal 5'-phosphate salvage I","Vitamin B6 Biosynthesis (5 instances)","Vitamin B6 Biosynthesis (5 instances)",NA,NA,NA,NA,NA
"3037","pyridoxal 5'-phosphate salvage II (plants)","Vitamin B6 Biosynthesis (5 instances)","Vitamin B6 Biosynthesis (5 instances)",NA,NA,NA,NA,NA
"3038","Pyrimidine Deoxyribonucleoside Degradation (2 instances)","Pyrimidine Nucleotide Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"3039","pyrimidine deoxyribonucleosides degradation","Pyrimidine Deoxyribonucleoside Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"3040","pyrimidine deoxyribonucleosides salvage","Pyrimidine Nucleotide Salvage (12 instances)",NA,NA,NA,NA,NA,NA
"3041","Pyrimidine Deoxyribonucleotide De Novo Biosynthesis (6 instances)","2'-Deoxyribonucleotide Biosynthesis (11 instances)","Pyrimidine Nucleotide De Novo Biosynthesis (11 instances)",NA,NA,NA,NA,NA
"3042","pyrimidine deoxyribonucleotide phosphorylation","Metabolic Clusters (69 instances)","Pyrimidine Nucleotide Salvage (12 instances)",NA,NA,NA,NA,NA
"3043","pyrimidine deoxyribonucleotides biosynthesis from CTP","Metabolic Clusters (69 instances)","Pyrimidine Nucleotide Salvage (12 instances)",NA,NA,NA,NA,NA
"3044","pyrimidine deoxyribonucleotides de novo biosynthesis I","Metabolic Clusters (69 instances)","Pyrimidine Deoxyribonucleotide De Novo Biosynthesis (6 instances)","Pyrimidine Deoxyribonucleotide De Novo Biosynthesis (6 instances)",NA,NA,NA,NA
"3045","pyrimidine deoxyribonucleotides de novo biosynthesis II","Pyrimidine Deoxyribonucleotide De Novo Biosynthesis (6 instances)","Pyrimidine Deoxyribonucleotide De Novo Biosynthesis (6 instances)",NA,NA,NA,NA,NA
"3046","pyrimidine deoxyribonucleotides de novo biosynthesis III","Metabolic Clusters (69 instances)","Pyrimidine Deoxyribonucleotide De Novo Biosynthesis (6 instances)","Pyrimidine Deoxyribonucleotide De Novo Biosynthesis (6 instances)",NA,NA,NA,NA
"3047","pyrimidine deoxyribonucleotides de novo biosynthesis IV","Metabolic Clusters (69 instances)","Pyrimidine Deoxyribonucleotide De Novo Biosynthesis (6 instances)","Pyrimidine Deoxyribonucleotide De Novo Biosynthesis (6 instances)",NA,NA,NA,NA
"3048","pyrimidine deoxyribonucleotides dephosphorylation","Metabolic Clusters (69 instances)","Pyrimidine Deoxyribonucleoside Degradation (2 instances)",NA,NA,NA,NA,NA
"3049","Pyrimidine Nucleobase Degradation (5 instances)","Pyrimidine Nucleotide Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"3050","pyrimidine nucleobases salvage I","Pyrimidine Nucleotide Salvage (12 instances)",NA,NA,NA,NA,NA,NA
"3051","pyrimidine nucleobases salvage II","Pyrimidine Nucleotide Salvage (12 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"3052","Pyrimidine Nucleotide Biosynthesis (23 instances)","Nucleoside and Nucleotide Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"3053","Pyrimidine Nucleotide De Novo Biosynthesis (11 instances)","Pyrimidine Nucleotide Biosynthesis (23 instances)",NA,NA,NA,NA,NA,NA
"3054","Pyrimidine Nucleotide Degradation (13 instances)","Nucleoside and Nucleotide Degradation (40 instances)",NA,NA,NA,NA,NA,NA
"3055","Pyrimidine Nucleotide Salvage (12 instances)","Pyrimidine Nucleotide Biosynthesis (23 instances)",NA,NA,NA,NA,NA,NA
"3056","Pyrimidine Ribonucleoside Degradation (6 instances)","Pyrimidine Nucleotide Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"3057","pyrimidine ribonucleosides degradation","Pyrimidine Ribonucleoside Degradation (6 instances)",NA,NA,NA,NA,NA,NA
"3058","pyrimidine ribonucleosides salvage I","Pyrimidine Nucleotide Salvage (12 instances)",NA,NA,NA,NA,NA,NA
"3059","pyrimidine ribonucleosides salvage II","Pyrimidine Nucleotide Salvage (12 instances)","Pyrimidine Ribonucleoside Degradation (6 instances)",NA,NA,NA,NA,NA
"3060","pyrimidine ribonucleosides salvage III","Pyrimidine Nucleotide Salvage (12 instances)","Pyrimidine Ribonucleoside Degradation (6 instances)",NA,NA,NA,NA,NA
"3061","Pyrimidine Ribonucleotide De Novo Biosynthesis (5 instances)","Pyrimidine Nucleotide De Novo Biosynthesis (11 instances)",NA,NA,NA,NA,NA,NA
"3062","Pyrrolidine, Piperidine and Pyridine Alkaloid Biosynthesis (6 instances)","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"3063","Pyrrolizidine Alkaloid Biosynthesis (1 instances)","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"3064","pyrrolnitrin biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"3065","pyrrolomycin biosynthesis","Halogenated Aromatic Compound Biosynthesis (8 instances)",NA,NA,NA,NA,NA,NA
"3066","pyrroloquinoline quinone biosynthesis","Enzyme Cofactor Biosynthesis (137 instances)",NA,NA,NA,NA,NA,NA
"3067","pyruvate decarboxylation to acetyl CoA I","Acetyl-CoA Biosynthesis (5 instances)","Carboxylate Degradation (101 instances)",NA,NA,NA,NA,NA
"3068","pyruvate decarboxylation to acetyl CoA II","Acetyl-CoA Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"3069","pyruvate decarboxylation to acetyl CoA III","Acetyl-CoA Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"3070","pyruvate fermentation to (R)-acetoin I","Pyruvate Fermentation to Acetoin (4 instances)",NA,NA,NA,NA,NA,NA
"3071","pyruvate fermentation to (R)-acetoin II","Pyruvate Fermentation to Acetoin (4 instances)",NA,NA,NA,NA,NA,NA
"3072","pyruvate fermentation to (R)-lactate","pyruvate fermentation to lactate (4 instances)","pyruvate fermentation to lactate (4 instances)",NA,NA,NA,NA,NA
"3073","pyruvate fermentation to (S)-acetoin","Pyruvate Fermentation to Acetoin (4 instances)",NA,NA,NA,NA,NA,NA
"3074","pyruvate fermentation to (S)-lactate","pyruvate fermentation to lactate (4 instances)","pyruvate fermentation to lactate (4 instances)",NA,NA,NA,NA,NA
"3075","Pyruvate Fermentation to Acetate (11 instances)","Fermentation of Pyruvate (37 instances)","Fermentation to Acetate (21 instances)","Fermentation to Acetate (21 instances)",NA,NA,NA,NA
"3076","pyruvate fermentation to acetate and (S)-lactate I","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)","pyruvate fermentation to lactate (4 instances)","pyruvate fermentation to lactate (4 instances)","Superpathways (382 instances)",NA
"3077","pyruvate fermentation to acetate and alanine","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)","Superpathways (382 instances)",NA,NA,NA
"3078","pyruvate fermentation to acetate and lactate II","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)","pyruvate fermentation to lactate (4 instances)","pyruvate fermentation to lactate (4 instances)","Superpathways (382 instances)",NA
"3079","pyruvate fermentation to acetate I","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)","Superpathways (382 instances)",NA,NA,NA
"3080","pyruvate fermentation to acetate II","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)",NA,NA,NA,NA
"3081","pyruvate fermentation to acetate III","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)","Superpathways (382 instances)",NA,NA,NA
"3082","pyruvate fermentation to acetate IV","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)","Superpathways (382 instances)",NA,NA,NA
"3083","pyruvate fermentation to acetate V","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)","Superpathways (382 instances)",NA,NA,NA
"3084","pyruvate fermentation to acetate VI","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)","Superpathways (382 instances)",NA,NA,NA
"3085","pyruvate fermentation to acetate VII","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)","Superpathways (382 instances)",NA,NA,NA
"3086","pyruvate fermentation to acetate VIII","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)","Pyruvate Fermentation to Acetate (11 instances)",NA,NA,NA,NA
"3087","Pyruvate Fermentation to Acetoin (4 instances)","Fermentation of Pyruvate (37 instances)",NA,NA,NA,NA,NA,NA
"3088","pyruvate fermentation to acetoin III","Pyruvate Fermentation to Acetoin (4 instances)",NA,NA,NA,NA,NA,NA
"3089","pyruvate fermentation to acetone","Fermentation of Pyruvate (37 instances)",NA,NA,NA,NA,NA,NA
"3090","pyruvate fermentation to butanoate","Fermentation of Pyruvate (37 instances)","Fermentation to Butanoate (8 instances)",NA,NA,NA,NA,NA
"3091","Pyruvate Fermentation to Butanol (2 instances)","Fermentation of Pyruvate (37 instances)","Fermentation to Alcohols (17 instances)",NA,NA,NA,NA,NA
"3092","pyruvate fermentation to butanol I","Fermentation to Alcohols (17 instances)","Pyruvate Fermentation to Butanol (2 instances)","Pyruvate Fermentation to Butanol (2 instances)",NA,NA,NA,NA
"3093","pyruvate fermentation to butanol II (engineered)","Fermentation to Alcohols (17 instances)","Pyruvate Fermentation to Butanol (2 instances)","Pyruvate Fermentation to Butanol (2 instances)",NA,NA,NA,NA
"3094","Pyruvate Fermentation to Ethanol (7 instances)","Fermentation of Pyruvate (37 instances)","Fermentation to Alcohols (17 instances)",NA,NA,NA,NA,NA
"3095","pyruvate fermentation to ethanol I","Pyruvate Fermentation to Ethanol (7 instances)","Pyruvate Fermentation to Ethanol (7 instances)",NA,NA,NA,NA,NA
"3096","pyruvate fermentation to ethanol II","Pyruvate Fermentation to Ethanol (7 instances)","Pyruvate Fermentation to Ethanol (7 instances)",NA,NA,NA,NA,NA
"3097","pyruvate fermentation to ethanol III","Pyruvate Fermentation to Ethanol (7 instances)","Pyruvate Fermentation to Ethanol (7 instances)",NA,NA,NA,NA,NA
"3098","pyruvate fermentation to hexanol (engineered)","Fermentation of Pyruvate (37 instances)","Fermentation to Alcohols (17 instances)",NA,NA,NA,NA,NA
"3099","pyruvate fermentation to isobutanol (engineered)","Fermentation of Pyruvate (37 instances)","Fermentation to Alcohols (17 instances)",NA,NA,NA,NA,NA
"3100","pyruvate fermentation to lactate (4 instances)","Fermentation of Pyruvate (37 instances)","Fermentation to Lactate (8 instances)",NA,NA,NA,NA,NA
"3101","pyruvate fermentation to opines","Fermentation of Pyruvate (37 instances)",NA,NA,NA,NA,NA,NA
"3102","Pyruvate Fermentation to Propanoate (2 instances)","Fermentation of Pyruvate (37 instances)","Fermentation to Propanoate (7 instances)",NA,NA,NA,NA,NA
"3103","pyruvate fermentation to propanoate I","Pyruvate Fermentation to Propanoate (2 instances)","Pyruvate Fermentation to Propanoate (2 instances)",NA,NA,NA,NA,NA
"3104","pyruvate fermentation to propanoate II (acrylate pathway)","Pyruvate Fermentation to Propanoate (2 instances)","Pyruvate Fermentation to Propanoate (2 instances)",NA,NA,NA,NA,NA
"3105","pyruvate to cytochrome bd oxidase electron transfer","Aerobic Respiration (23 instances)","Electron Transfer Chains (43 instances)",NA,NA,NA,NA,NA
"3106","pyruvate to cytochrome bo oxidase electron transfer","Aerobic Respiration (23 instances)","Electron Transfer Chains (43 instances)",NA,NA,NA,NA,NA
"3107","pyruvoyl group formation from L-serine","Enzyme Cofactor Biosynthesis (137 instances)","Protein Modification (41 instances)",NA,NA,NA,NA,NA
"3108","quebrachitol biosynthesis","Cyclitol Biosynthesis (19 instances)",NA,NA,NA,NA,NA,NA
"3109","quercetin diglycoside biosynthesis (pollen-specific)","Flavonol Biosynthesis (32 instances)",NA,NA,NA,NA,NA,NA
"3110","quercetin gentiotetraside biosynthesis","Flavonol Biosynthesis (32 instances)",NA,NA,NA,NA,NA,NA
"3111","quercetin glucoside biosynthesis (Allium)","Flavonol Biosynthesis (32 instances)",NA,NA,NA,NA,NA,NA
"3112","quercetin glucoside degradation (Allium)","Flavonoid Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"3113","quercetin glycoside biosynthesis (Arabidopsis)","Flavonol Biosynthesis (32 instances)",NA,NA,NA,NA,NA,NA
"3114","quercetin sulfate biosynthesis","Flavonol Biosynthesis (32 instances)",NA,NA,NA,NA,NA,NA
"3115","quercetin triglucoside biosynthesis","Flavonol Biosynthesis (32 instances)",NA,NA,NA,NA,NA,NA
"3116","Queuosine Biosynthesis and Salvage (3 instances)","Nucleic Acid Processing (21 instances)",NA,NA,NA,NA,NA,NA
"3117","queuosine biosynthesis I (de novo)","Queuosine Biosynthesis and Salvage (3 instances)",NA,NA,NA,NA,NA,NA
"3118","queuosine biosynthesis II (queuine salvage)","Queuosine Biosynthesis and Salvage (3 instances)",NA,NA,NA,NA,NA,NA
"3119","queuosine biosynthesis III (queuosine salvage)","Queuosine Biosynthesis and Salvage (3 instances)",NA,NA,NA,NA,NA,NA
"3120","Quinate Degradation (2 instances)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"3121","quinate degradation I","Quinate Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"3122","quinate degradation II","Quinate Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"3123","Quinol and Quinone Biosynthesis (57 instances)","Electron Carrier Biosynthesis (99 instances)",NA,NA,NA,NA,NA,NA
"3124","Quinoline Alkaloid Biosynthesis (2 instances)","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"3125","Quinolizidine Alkaloid Biosynthesis (1 instances)","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"3126","Quinone Secondary Metabolite Biosynthesis (10 instances)","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"3127","quinoxaline-2-carboxylate biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"3128","Rapoport-Luebering glycolytic shunt","Metabolic Regulator Biosynthesis (36 instances)",NA,NA,NA,NA,NA,NA
"3129","raspberry ketone biosynthesis","Polyketide Biosynthesis (42 instances)",NA,NA,NA,NA,NA,NA
"3130","reactive oxygen species degradation","Reactive Oxygen Species Degradation (4 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"3131","Reactive Oxygen Species Degradation (4 instances)","Detoxification (65 instances)",NA,NA,NA,NA,NA,NA
"3132","rebeccamycin biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"3133","Reductant Biosynthesis (11 instances)","Electron Carrier Biosynthesis (99 instances)",NA,NA,NA,NA,NA,NA
"3134","reductive acetyl coenzyme A pathway I (homoacetogenic bacteria)","Autotrophic CO2 Fixation (12 instances)",NA,NA,NA,NA,NA,NA
"3135","reductive acetyl coenzyme A pathway II (autotrophic methanogens)","Autotrophic CO2 Fixation (12 instances)",NA,NA,NA,NA,NA,NA
"3136","reductive glycine pathway","Autotrophic CO2 Fixation (12 instances)",NA,NA,NA,NA,NA,NA
"3137","reductive monocarboxylic acid cycle","CO2 Fixation (15 instances)",NA,NA,NA,NA,NA,NA
"3138","reductive TCA cycle I","Reductive TCA Cycles (4 instances)",NA,NA,NA,NA,NA,NA
"3139","reductive TCA cycle II","Reductive TCA Cycles (4 instances)",NA,NA,NA,NA,NA,NA
"3140","Reductive TCA Cycles (4 instances)","Autotrophic CO2 Fixation (12 instances)",NA,NA,NA,NA,NA,NA
"3141","Resin Acid Biosynthesis (7 instances)","Diterpenoid Biosynthesis (44 instances)",NA,NA,NA,NA,NA,NA
"3142","resolvin D biosynthesis","Hormone Biosynthesis (68 instances)",NA,NA,NA,NA,NA,NA
"3143","resorcinol degradation","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"3144","Respiration (65 instances)","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3145","resveratrol biosynthesis","Stilbene Biosynthesis (3 instances)","Stilbene Phytoalexin Biosynthesis (2 instances)",NA,NA,NA,NA,NA
"3146","resveratrol degradation","Phenylpropanoid Derivative Degradation (10 instances)","Phenylpropanoid Derivative Degradation (10 instances)",NA,NA,NA,NA,NA
"3147","retinoate biosynthesis I","Vitamin A Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"3148","retinoate biosynthesis II","Vitamin A Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"3149","retinol biosynthesis","Vitamin A Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"3150","rhabduscin biosynthesis","Insecticide Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"3151","Rhamnogalacturonan Type I Degradation (2 instances)","Polysaccharide Degradation (47 instances)","Polysaccharide Degradation (47 instances)",NA,NA,NA,NA,NA
"3152","rhamnogalacturonan type I degradation I","Glycan Pathways (121 instances)","Rhamnogalacturonan Type I Degradation (2 instances)","Rhamnogalacturonan Type I Degradation (2 instances)",NA,NA,NA,NA
"3153","rhamnogalacturonan type I degradation II (bacteria)","Rhamnogalacturonan Type I Degradation (2 instances)","Rhamnogalacturonan Type I Degradation (2 instances)",NA,NA,NA,NA,NA
"3154","rhamnolipid biosynthesis","Glycolipid Biosynthesis (8 instances)",NA,NA,NA,NA,NA,NA
"3155","rhizobactin 1021 biosynthesis","Siderophore and Metallophore Biosynthesis (29 instances)",NA,NA,NA,NA,NA,NA
"3156","rhizobitoxine biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"3157","rhizocticin A and B biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"3158","rhodoquinone-10 biosynthesis","Rhodoquinone Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"3159","rhodoquinone-9 biosynthesis","Rhodoquinone Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"3160","Rhodoquinone Biosynthesis (2 instances)","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"3161","ribitol degradation","Sugar Alcohol Degradation (20 instances)",NA,NA,NA,NA,NA,NA
"3162","ribose phosphorylation","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"3163","ribostamycin biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"3164","ricinine degradation","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"3165","ricinoleate biosynthesis","Hydroxylated Fatty Acid Biosynthesis (3 instances)","Unsaturated Fatty Acid Biosynthesis (60 instances)",NA,NA,NA,NA,NA
"3166","rifamycin B biosynthesis","Antibiotic Biosynthesis (123 instances)","Polyketide Biosynthesis (42 instances)",NA,NA,NA,NA,NA
"3167","roquefortine C biosynthesis","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"3168","rosamicin biosynthesis","Macrolide Antibiotic Biosynthesis (13 instances)",NA,NA,NA,NA,NA,NA
"3169","rose anthocyanin biosynthesis I (via cyanidin 5-O-beta-D-glucoside)","Anthocyanin Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA
"3170","rose anthocyanin biosynthesis II (via cyanidin 3-O-beta-D-glucoside)","Anthocyanin Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA
"3171","roseoflavin biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"3172","Rosmarinate Biosynthesis (2 instances)","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"3173","rosmarinic acid biosynthesis I","Rosmarinate Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"3174","rosmarinic acid biosynthesis II","Rosmarinate Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"3175","rot-2'-enonate biosynthesis","Rotenoid Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"3176","Rotenoid Biosynthesis (3 instances)","Isoflavonoid Biosynthesis (31 instances)",NA,NA,NA,NA,NA,NA
"3177","rotenoid biosynthesis I","Rotenoid Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"3178","rotenoid biosynthesis II","Rotenoid Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"3179","roxarsone (and nitarsone) degradation III","Roxarsone Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"3180","roxarsone (and nitarsone) degradation IV","Roxarsone Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"3181","Roxarsone Degradation (4 instances)","Arsenic Compound Detoxification (19 instances)",NA,NA,NA,NA,NA,NA
"3182","roxarsone degradation I","Roxarsone Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"3183","roxarsone degradation II","Roxarsone Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"3184","rubber biosynthesis","Polyterpenoid Biosynthesis (1 instances)",NA,NA,NA,NA,NA,NA
"3185","Rubber Degradation (2 instances)","Polymeric Compound Degradation (52 instances)",NA,NA,NA,NA,NA,NA
"3186","rubber degradation I","Rubber Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"3187","rubber degradation II","Rubber Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"3188","Rubisco shunt","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3189","rutin biosynthesis","Flavonol Biosynthesis (32 instances)",NA,NA,NA,NA,NA,NA
"3190","rutin degradation","Flavonoid Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"3191","rutin degradation (plants)","Flavonoid Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"3192","S-(6-hydroxy-4-methylhexan-4-yl)-L-cysteinylglycine biosynthesis","Sulfur-Containing Secondary Compound Biosynthesis (13 instances)",NA,NA,NA,NA,NA,NA
"3193","S-(6-hydroxy-4-methylhexan-4-yl)-L-cysteinylglycine degradation","Secondary Metabolite Degradation (127 instances)",NA,NA,NA,NA,NA,NA
"3194","S-adenosyl-L-methionine biosynthesis","S-adenosyl-L-methionine Biosynthesis (3 instances)","Single Carbon Carrier Biosynthesis (23 instances)",NA,NA,NA,NA,NA
"3195","S-adenosyl-L-methionine Biosynthesis (3 instances)","Enzyme Cofactor Biosynthesis (137 instances)",NA,NA,NA,NA,NA,NA
"3196","S-adenosyl-L-methionine salvage I","S-adenosyl-L-methionine Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"3197","S-adenosyl-L-methionine salvage II","S-adenosyl-L-methionine Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"3198","S-methyl-5'-thioadenosine Degradation (4 instances)","Nucleoside and Nucleotide Degradation (40 instances)",NA,NA,NA,NA,NA,NA
"3199","S-methyl-5'-thioadenosine degradation I","S-methyl-5'-thioadenosine Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"3200","S-methyl-5'-thioadenosine degradation II","S-methyl-5'-thioadenosine Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"3201","S-methyl-5'-thioadenosine degradation III","S-methyl-5'-thioadenosine Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"3202","S-methyl-5'-thioadenosine degradation IV","S-methyl-5'-thioadenosine Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"3203","S-methyl-5-thio-alpha-D-ribose 1-phosphate Degradation (3 instances)","L-methionine Salvage (7 instances)","Nucleoside and Nucleotide Degradation (40 instances)",NA,NA,NA,NA,NA
"3204","S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation I","S-methyl-5-thio-alpha-D-ribose 1-phosphate Degradation (3 instances)","S-methyl-5-thio-alpha-D-ribose 1-phosphate Degradation (3 instances)",NA,NA,NA,NA,NA
"3205","S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation II","S-methyl-5-thio-alpha-D-ribose 1-phosphate Degradation (3 instances)","S-methyl-5-thio-alpha-D-ribose 1-phosphate Degradation (3 instances)",NA,NA,NA,NA,NA
"3206","S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation III","S-methyl-5-thio-alpha-D-ribose 1-phosphate Degradation (3 instances)","S-methyl-5-thio-alpha-D-ribose 1-phosphate Degradation (3 instances)",NA,NA,NA,NA,NA
"3207","S-methyl-L-methionine cycle","Interconversions (22 instances)",NA,NA,NA,NA,NA,NA
"3208","s-Triazine Degredation (7 instances)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"3209","saframycin A biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"3210","sakuranetin biosynthesis","Flavanone Biosynthesis (5 instances)","Flavonoid Phytoalexin Biosynthesis (1 instances)",NA,NA,NA,NA,NA
"3211","salicin biosynthesis","Aromatic Compound Biosynthesis (51 instances)",NA,NA,NA,NA,NA,NA
"3212","salicortin biosynthesis","Aromatic Compound Biosynthesis (51 instances)",NA,NA,NA,NA,NA,NA
"3213","Salicylate and Derivatives Biosynthesis (7 instances)","Aromatic Compound Biosynthesis (51 instances)",NA,NA,NA,NA,NA,NA
"3214","salicylate biosynthesis I","Salicylate and Derivatives Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"3215","salicylate biosynthesis II","Salicylate and Derivatives Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"3216","Salicylate Degradation (4 instances)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"3217","salicylate degradation I","Salicylate Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"3218","salicylate degradation II","Salicylate Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"3219","salicylate degradation III","Salicylate Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"3220","salicylate degradation IV","Salicylate Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"3221","salicylate glucosides biosynthesis I","Salicylate and Derivatives Biosynthesis (7 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"3222","salicylate glucosides biosynthesis II","Salicylate and Derivatives Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"3223","salicylate glucosides biosynthesis III","Salicylate and Derivatives Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"3224","salicylate glucosides biosynthesis IV","Salicylate and Derivatives Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"3225","salidroside biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3226","saliniketal A biosynthesis","Polyketide Biosynthesis (42 instances)",NA,NA,NA,NA,NA,NA
"3227","salinosporamide A biosynthesis","Polyketide Biosynthesis (42 instances)",NA,NA,NA,NA,NA,NA
