feature,Enzyme_name,Description,Pathway_ID,Pathway_Name,L2 (Superpathway)
K07717,"ycbA, glnK","two-component system, sensor histidine kinase YcbA [EC:2.7.13.3]",ko02020,Two-component system,Signal Transduction
K07718,yesM,"two-component system, sensor histidine kinase YesM [EC:2.7.13.3]",ko02020,Two-component system,Signal Transduction
K07719,"ycbB, glnL","two-component system, response regulator YcbB",ko02020,Two-component system,Signal Transduction
K07720,yesN,"two-component system, response regulator YesN",ko02020,Two-component system,Signal Transduction
K07732,rfk,"riboflavin kinase, archaea type [EC:2.7.1.161]",ko00740,Riboflavin metabolism,Metabolism of Cofactors and Vitamins
K07748,"E1.1.1.170, NSDHL, ERG26",sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating) [EC:1.1.1.170],ko00100,Steroid biosynthesis,Lipid Metabolism
K07751,pepB,PepB aminopeptidase [EC:3.4.11.23],ko00480,Glutathione metabolism,Metabolism of Other Amino Acids
K07753,PECR,peroxisomal trans-2-enoyl-CoA reductase [EC:1.3.1.38],ko01040,Biosynthesis of unsaturated fatty acids,Lipid Metabolism
K07753,PECR,peroxisomal trans-2-enoyl-CoA reductase [EC:1.3.1.38],ko01212,Fatty acid metabolism,Lipid Metabolism
K07753,PECR,peroxisomal trans-2-enoyl-CoA reductase [EC:1.3.1.38],ko04146,Peroxisome,Transport and Catabolism
K07758,PDXP,pyridoxal phosphatase [EC:3.1.3.74],ko00750,Vitamin B6 metabolism,Metabolism of Cofactors and Vitamins
K07768,senX3,"two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]",ko02020,Two-component system,Signal Transduction
K07769,nblS,"two-component system, OmpR family, sensor histidine kinase NblS [EC:2.7.13.3]",ko02020,Two-component system,Signal Transduction
K07770,cssR,"two-component system, OmpR family, response regulator CssR",ko02020,Two-component system,Signal Transduction
K07771,basR,"two-component system, OmpR family, response regulator BasR",ko02020,Two-component system,Signal Transduction
K07772,torR,"two-component system, OmpR family, torCAD operon response regulator TorR",ko02020,Two-component system,Signal Transduction
K07773,arcA,"two-component system, OmpR family, aerobic respiration control protein ArcA",ko02020,Two-component system,Signal Transduction
K07774,tctD,"two-component system, OmpR family, response regulator TctD",ko02020,Two-component system,Signal Transduction
K07775,resD,"two-component system, OmpR family, response regulator ResD",ko02020,Two-component system,Signal Transduction
K07776,regX3,"two-component system, OmpR family, response regulator RegX3",ko02020,Two-component system,Signal Transduction
K07777,degS,"two-component system, NarL family, sensor histidine kinase DegS [EC:2.7.13.3]",ko02020,Two-component system,Signal Transduction
K07778,desK,"two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]",ko02020,Two-component system,Signal Transduction
K07780,appY,"AraC family transcriptional regulator, transcriptional regulator required for anaerobic and stationary phase induction of genes",ko02020,Two-component system,Signal Transduction
K07781,rcsA,"LuxR family transcriptional regulator, capsular biosynthesis positive transcription factor",ko02020,Two-component system,Signal Transduction
K07782,sdiA,LuxR family transcriptional regulator,ko02020,Two-component system,Signal Transduction
K07783,uhpC,"MFS transporter, OPA family, sugar phosphate sensor protein UhpC",ko02020,Two-component system,Signal Transduction
K07784,uhpT,"MFS transporter, OPA family, hexose phosphate transport protein UhpT",ko02020,Two-component system,Signal Transduction
K07785,"nrsD, nreB","MFS transporter, NRE family, putaive nickel resistance protein",ko02020,Two-component system,Signal Transduction
K07786,emrY,"MFS transporter, DHA2 family, multidrug resistance protein",ko02020,Two-component system,Signal Transduction
K07787,"cusA, silA",Cu(I)/Ag(I) efflux system membrane protein CusA/SilA,ko02020,Two-component system,Signal Transduction
K07788,mdtB,multidrug efflux pump,ko02020,Two-component system,Signal Transduction
K07789,mdtC,multidrug efflux pump,ko02020,Two-component system,Signal Transduction
K07790,pagO,putative membrane protein PagO,ko02020,Two-component system,Signal Transduction
K07792,dcuB,anaerobic C4-dicarboxylate transporter DcuB,ko02020,Two-component system,Signal Transduction
K07793,tctA,putative tricarboxylic transport membrane protein,ko02020,Two-component system,Signal Transduction
K07794,tctB,putative tricarboxylic transport membrane protein,ko02020,Two-component system,Signal Transduction
K07795,tctC,putative tricarboxylic transport membrane protein,ko02020,Two-component system,Signal Transduction
K07796,"cusC, silC","outer membrane protein, Cu(I)/Ag(I) efflux system",ko02020,Two-component system,Signal Transduction
K07797,emrK,multidrug resistance protein K,ko02020,Two-component system,Signal Transduction
K07798,"cusB, silB","membrane fusion protein, Cu(I)/Ag(I) efflux system",ko02020,Two-component system,Signal Transduction
K07799,mdtA,"membrane fusion protein, multidrug efflux system",ko02020,Two-component system,Signal Transduction
K07800,agrD,AgrD protein,ko02020,Two-component system,Signal Transduction
K07801,pagK,hypothetical protein PagK,ko02020,Two-component system,Signal Transduction
K07803,zraP,zinc resistance-associated protein,ko02020,Two-component system,Signal Transduction
K07804,pagC,putatice virulence related protein PagC,ko02020,Two-component system,Signal Transduction
K07805,pagD,putative membrane protein PagD,ko02020,Two-component system,Signal Transduction
K07806,"arnB, pmrH",UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase [EC:2.6.1.87],ko00520,Amino sugar and nucleotide sugar metabolism,Carbohydrate Metabolism
K07806,"arnB, pmrH",UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase [EC:2.6.1.87],ko02020,Two-component system,Signal Transduction
K07810,cusF,Cu(I)/Ag(I) efflux system periplasmic protein CusF,ko02020,Two-component system,Signal Transduction
K07811,torA,trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3],ko02020,Two-component system,Signal Transduction
K07813,agrB,accessory gene regulator B,ko02020,Two-component system,Signal Transduction
K07816,E2.7.6.5X,putative GTP pyrophosphokinase [EC:2.7.6.5],ko00230,Purine metabolism,Nucleotide Metabolism
K07823,pcaF,3-oxoadipyl-CoA thiolase [EC:2.3.1.174],ko00362,Benzoate degradation,Xenobiotics Biodegradation and Metabolism
K07824,E1.14.13.12,benzoate 4-monooxygenase [EC:1.14.13.12],ko00362,Benzoate degradation,Xenobiotics Biodegradation and Metabolism
K07824,E1.14.13.12,benzoate 4-monooxygenase [EC:1.14.13.12],ko00627,Aminobenzoate degradation,Xenobiotics Biodegradation and Metabolism
K07824,E1.14.13.12,benzoate 4-monooxygenase [EC:1.14.13.12],ko01220,Degradation of aromatic compounds,#N/A
K08068,"siaA, neuC1",UDP-N-acetylglucosamine 2-epimerase (hydrolysing) [EC:3.2.1.183],ko00520,Amino sugar and nucleotide sugar metabolism,Carbohydrate Metabolism
K08074,ADPGK,ADP-dependent glucokinase [EC:2.7.1.147],ko00010,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism
K08074,ADPGK,ADP-dependent glucokinase [EC:2.7.1.147],ko01200,Carbon metabolism,#N/A
K08081,TR1,Tropinone reductase 1 [EC:1.1.1.206],ko00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",Biosynthesis of Other Secondary Metabolites
K08082,algZ,"two-component system, LytT family, sensor histidine kinase AlgZ [EC:2.7.13.3]",ko02020,Two-component system,Signal Transduction
K08083,algR,"two-component system, LytT family, response regulator AlgR",ko02020,Two-component system,Signal Transduction
K08092,dlgD,3-dehydro-L-gulonate 2-dehydrogenase [EC:1.1.1.130],ko00040,Pentose and glucuronate interconversions,Carbohydrate Metabolism
K08092,dlgD,3-dehydro-L-gulonate 2-dehydrogenase [EC:1.1.1.130],ko00053,Ascorbate and aldarate metabolism,Carbohydrate Metabolism
K08093,hxlA,3-hexulose-6-phosphate synthase [EC:4.1.2.43],ko00030,Pentose phosphate pathway,Carbohydrate Metabolism
K08093,hxlA,3-hexulose-6-phosphate synthase [EC:4.1.2.43],ko00680,Methane metabolism,Energy Metabolism
K08093,hxlA,3-hexulose-6-phosphate synthase [EC:4.1.2.43],ko01200,Carbon metabolism,#N/A
K08093,hxlA,3-hexulose-6-phosphate synthase [EC:4.1.2.43],ko01230,Biosynthesis of amino acids,#N/A
K08094,hxlB,6-phospho-3-hexuloisomerase [EC:5.3.1.27],ko00030,Pentose phosphate pathway,Carbohydrate Metabolism
K08094,hxlB,6-phospho-3-hexuloisomerase [EC:5.3.1.27],ko00680,Methane metabolism,Energy Metabolism
K08094,hxlB,6-phospho-3-hexuloisomerase [EC:5.3.1.27],ko01200,Carbon metabolism,#N/A
K08094,hxlB,6-phospho-3-hexuloisomerase [EC:5.3.1.27],ko01230,Biosynthesis of amino acids,#N/A
K08096,gch3,GTP cyclohydrolase IIa [EC:3.5.4.29],ko00740,Riboflavin metabolism,Metabolism of Cofactors and Vitamins
K08097,"E4.4.1.19, comA",phosphosulfolactate synthase [EC:4.4.1.19],ko00680,Methane metabolism,Energy Metabolism
K08100,E1.3.3.5,bilirubin oxidase [EC:1.3.3.5],ko00860,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins
K08139,HXT,"MFS transporter, SP family, sugar:H+ symporter",ko04113,Meiosis - yeast,Cell Growth and Death
K08155,"SLC18A1_2, VMAT","MFS transporter, DHA1 family, solute carrier family 18 (vesicular amine transporter), member 1/2",ko04721,Synaptic vesicle cycle,#N/A
K08155,"SLC18A1_2, VMAT","MFS transporter, DHA1 family, solute carrier family 18 (vesicular amine transporter), member 1/2",ko04726,Serotonergic synapse,#N/A
K08155,"SLC18A1_2, VMAT","MFS transporter, DHA1 family, solute carrier family 18 (vesicular amine transporter), member 1/2",ko04728,Dopaminergic synapse,#N/A
K08155,"SLC18A1_2, VMAT","MFS transporter, DHA1 family, solute carrier family 18 (vesicular amine transporter), member 1/2",ko05012,Parkinson's disease,Neurodegenerative Diseases
K08155,"SLC18A1_2, VMAT","MFS transporter, DHA1 family, solute carrier family 18 (vesicular amine transporter), member 1/2",ko05030,Cocaine addiction,#N/A
K08155,"SLC18A1_2, VMAT","MFS transporter, DHA1 family, solute carrier family 18 (vesicular amine transporter), member 1/2",ko05031,Amphetamine addiction,#N/A
K08155,"SLC18A1_2, VMAT","MFS transporter, DHA1 family, solute carrier family 18 (vesicular amine transporter), member 1/2",ko05034,Alcoholism,#N/A
K08218,ampG,"MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG",ko01501,beta-Lactam resistance,Biosynthesis of Other Secondary Metabolites
K08260,cbiZ,adenosylcobinamide hydrolase [EC:3.5.1.90],ko00860,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins
K08261,E1.1.99.21,D-sorbitol dehydrogenase (acceptor) [EC:1.1.99.21],ko00051,Fructose and mannose metabolism,Carbohydrate Metabolism
K08262,E1.14.99.33,delta12-fatty acid dehydrogenase [EC:1.14.99.33],ko00591,Linoleic acid metabolism,Lipid Metabolism
K08264,hdrD,heterodisulfide reductase subunit D [EC:1.8.98.1],ko00680,Methane metabolism,Energy Metabolism
K08264,hdrD,heterodisulfide reductase subunit D [EC:1.8.98.1],ko01200,Carbon metabolism,#N/A
K08265,hdrE,heterodisulfide reductase subunit E [EC:1.8.98.1],ko00680,Methane metabolism,Energy Metabolism
K08265,hdrE,heterodisulfide reductase subunit E [EC:1.8.98.1],ko01200,Carbon metabolism,#N/A
K08281,pncA,nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-],ko00760,Nicotinate and nicotinamide metabolism,Metabolism of Cofactors and Vitamins
K08289,purT,phosphoribosylglycinamide formyltransferase 2 [EC:2.1.2.2],ko00230,Purine metabolism,Nucleotide Metabolism
K08289,purT,phosphoribosylglycinamide formyltransferase 2 [EC:2.1.2.2],ko00670,One carbon pool by folate,Metabolism of Cofactors and Vitamins
K08295,abmG,2-aminobenzoate-CoA ligase [EC:6.2.1.32],ko00627,Aminobenzoate degradation,Xenobiotics Biodegradation and Metabolism
K08300,rne,ribonuclease E [EC:3.1.26.12],ko03018,RNA degradation,"Folding, Sorting and Degradation"
K08302,gatY-kbaY,"tagatose 1,6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40]",ko00052,Galactose metabolism,Carbohydrate Metabolism
K08303,K08303,putative protease [EC:3.4.-.-],ko05120,Epithelial cell signaling in Helicobacter pylori infection,Infectious Diseases
K08311,nudH,putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-],ko03018,RNA degradation,"Folding, Sorting and Degradation"
K08312,nudE,ADP-ribose diphosphatase [EC:3.6.1.-],ko00230,Purine metabolism,Nucleotide Metabolism
K08318,yihU,4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase [EC:1.1.1.61 1.1.1.373],ko00650,Butanoate metabolism,Carbohydrate Metabolism
K08318,yihU,4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase [EC:1.1.1.61 1.1.1.373],ko01200,Carbon metabolism,#N/A
K08324,sad,succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24],ko00250,"Alanine, aspartate and glutamate metabolism",Amino Acid Metabolism
K08324,sad,succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24],ko00650,Butanoate metabolism,Carbohydrate Metabolism
K08325,yqhD,NADP-dependent alcohol dehydrogenase [EC:1.1.-.-],ko00640,Propanoate metabolism,Carbohydrate Metabolism
K08348,fdnG,"formate dehydrogenase-N, alpha subunit [EC:1.1.5.6]",ko02020,Two-component system,Signal Transduction
K08349,fdnH,"formate dehydrogenase-N, beta subunit",ko02020,Two-component system,Signal Transduction
K08350,fdnI,"formate dehydrogenase-N, gamma subunit",ko02020,Two-component system,Signal Transduction
K08351,bisC,biotin/methionine sulfoxide reductase [EC:1.-.-.-],ko00780,Biotin metabolism,Metabolism of Cofactors and Vitamins
K08352,"phsA, psrA",thiosulfate reductase / polysulfide reductase chain A,ko00920,Sulfur metabolism,Energy Metabolism
K08353,phsB,thiosulfate reductase electron transport protein,ko00920,Sulfur metabolism,Energy Metabolism
K08354,phsC,thiosulfate reductase cytochrome b subunit,ko00920,Sulfur metabolism,Energy Metabolism
K08357,ttrA,tetrathionate reductase subunit A,ko00920,Sulfur metabolism,Energy Metabolism
K08357,ttrA,tetrathionate reductase subunit A,ko02020,Two-component system,Signal Transduction
K08358,ttrB,tetrathionate reductase subunit B,ko00920,Sulfur metabolism,Energy Metabolism
K08358,ttrB,tetrathionate reductase subunit B,ko02020,Two-component system,Signal Transduction
K08359,ttrC,tetrathionate reductase subunit C,ko00920,Sulfur metabolism,Energy Metabolism
K08359,ttrC,tetrathionate reductase subunit C,ko02020,Two-component system,Signal Transduction
K08372,pepD,putative serine protease PepD [EC:3.4.21.-],ko02020,Two-component system,Signal Transduction
K08475,pgtB,"two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB [EC:2.7.13.3]",ko02020,Two-component system,Signal Transduction
K08476,pgtA,"two-component system, NtrC family, phosphoglycerate transport system response regulator PgtA",ko02020,Two-component system,Signal Transduction
K08477,pgtE,outer membrane protease E [EC:3.4.21.-],ko02020,Two-component system,Signal Transduction
K08478,pgtC,phosphoglycerate transport regulatory protein PgtC,ko02020,Two-component system,Signal Transduction
K08479,sasA,"two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]",ko02020,Two-component system,Signal Transduction
K08483,"PTS-EI.PTSI, ptsI","phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]",ko02060,Phosphotransferase system (PTS),Membrane Transport
K08484,"PTS-EI.PTSP, ptsP","phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]",ko02060,Phosphotransferase system (PTS),Membrane Transport
K08485,"PTS-HPR.PTSO, ptsO, npr",phosphocarrier protein NPr,ko02060,Phosphotransferase system (PTS),Membrane Transport
K08591,plsY,glycerol-3-phosphate acyltransferase PlsY [EC:2.3.1.15],ko00561,Glycerolipid metabolism,Lipid Metabolism
K08591,plsY,glycerol-3-phosphate acyltransferase PlsY [EC:2.3.1.15],ko00564,Glycerophospholipid metabolism,Lipid Metabolism
K08598,yopJ,YopJ protease family,ko04626,Plant-pathogen interaction,Environmental Adaptation
K08598,yopJ,YopJ protease family,ko05132,Salmonella infection,#N/A
K08604,E3.4.24.25,vibriolysin [EC:3.4.24.25],ko05110,Vibrio cholerae infection,Infectious Diseases
K08604,E3.4.24.25,vibriolysin [EC:3.4.24.25],ko05111,Vibrio cholerae pathogenic cycle,Infectious Diseases
K08641,vanX,D-alanyl-D-alanine dipeptidase [EC:3.4.13.22],ko01502,Vancomycin resistance,#N/A
K08641,vanX,D-alanyl-D-alanine dipeptidase [EC:3.4.13.22],ko02020,Two-component system,Signal Transduction
K08645,lef,anthrax lethal toxin endopeptidase [EC:3.4.24.83],ko04621,NOD-like receptor signaling pathway,Immune System
K08658,"RCE1, FACE2",prenyl protein peptidase [EC:3.4.22.-],ko00900,Terpenoid backbone biosynthesis,Metabolism of Terpenoids and Polyketides
K08678,UXS1,UDP-glucuronate decarboxylase [EC:4.1.1.35],ko00500,Starch and sucrose metabolism,Carbohydrate Metabolism
K08678,UXS1,UDP-glucuronate decarboxylase [EC:4.1.1.35],ko00520,Amino sugar and nucleotide sugar metabolism,Carbohydrate Metabolism
K08679,E5.1.3.6,UDP-glucuronate 4-epimerase [EC:5.1.3.6],ko00500,Starch and sucrose metabolism,Carbohydrate Metabolism
K08679,E5.1.3.6,UDP-glucuronate 4-epimerase [EC:5.1.3.6],ko00520,Amino sugar and nucleotide sugar metabolism,Carbohydrate Metabolism
K08680,menH,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20]",ko00130,Ubiquinone and other terpenoid-quinone biosynthesis,Metabolism of Cofactors and Vitamins
K08681,"pdxT, pdx2",5'-phosphate synthase pdxT subunit [EC:4.3.3.6],ko00750,Vitamin B6 metabolism,Metabolism of Cofactors and Vitamins
K08682,acpH,acyl carrier protein phosphodiesterase [EC:3.1.4.14],ko00770,Pantothenate and CoA biosynthesis,Metabolism of Cofactors and Vitamins
K08683,HSD17B10,3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178],ko00280,"Valine, leucine and isoleucine degradation",Amino Acid Metabolism
K08683,HSD17B10,3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178],ko05010,Alzheimer's disease,Neurodegenerative Diseases
K08685,qhpA,quinohemoprotein amine dehydrogenase [EC:1.4.9.1],ko00680,Methane metabolism,Energy Metabolism
K08686,E1.14.12.13,"2-chlorobenzoate 1,2-dioxygenase [EC:1.14.12.13]",ko00364,Fluorobenzoate degradation,Xenobiotics Biodegradation and Metabolism
K08687,E3.5.1.59,N-carbamoylsarcosine amidase [EC:3.5.1.59],ko00330,Arginine and proline metabolism,Amino Acid Metabolism
K08688,E3.5.3.3,creatinase [EC:3.5.3.3],ko00260,"Glycine, serine and threonine metabolism",Amino Acid Metabolism
K08688,E3.5.3.3,creatinase [EC:3.5.3.3],ko00330,Arginine and proline metabolism,Amino Acid Metabolism
K08689,"bphAa, bphA1, bphA","biphenyl 2,3-dioxygenase alpha subunit [EC:1.14.12.18]",ko00621,Dioxin degradation,Xenobiotics Biodegradation and Metabolism
K08689,"bphAa, bphA1, bphA","biphenyl 2,3-dioxygenase alpha subunit [EC:1.14.12.18]",ko01220,Degradation of aromatic compounds,#N/A
K08690,bphB,"cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase [EC:1.3.1.56]",ko00621,Dioxin degradation,Xenobiotics Biodegradation and Metabolism
K08690,bphB,"cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase [EC:1.3.1.56]",ko01220,Degradation of aromatic compounds,#N/A
K08691,mcl,malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25],ko00630,Glyoxylate and dicarboxylate metabolism,Carbohydrate Metabolism
K08691,mcl,malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25],ko00660,C5-Branched dibasic acid metabolism,Carbohydrate Metabolism
K08691,mcl,malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25],ko00680,Methane metabolism,Energy Metabolism
K08691,mcl,malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25],ko00720,Carbon fixation pathways in prokaryotes,Energy Metabolism
K08691,mcl,malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25],ko01200,Carbon metabolism,#N/A
K08692,mtkB,malate-CoA ligase subunit alpha [EC:6.2.1.9],ko00630,Glyoxylate and dicarboxylate metabolism,Carbohydrate Metabolism
K08692,mtkB,malate-CoA ligase subunit alpha [EC:6.2.1.9],ko00680,Methane metabolism,Energy Metabolism
K08692,mtkB,malate-CoA ligase subunit alpha [EC:6.2.1.9],ko01200,Carbon metabolism,#N/A
K08693,yfkN,"2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase [EC:3.1.4.16 3.1.3.6 3.1.3.5]",ko00230,Purine metabolism,Nucleotide Metabolism
K08693,yfkN,"2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase [EC:3.1.4.16 3.1.3.6 3.1.3.5]",ko00240,Pyrimidine metabolism,Nucleotide Metabolism
K08693,yfkN,"2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase [EC:3.1.4.16 3.1.3.6 3.1.3.5]",ko00760,Nicotinate and nicotinamide metabolism,Metabolism of Cofactors and Vitamins
K08710,atzC,N-isopropylammelide isopropylaminohydrolase [EC:3.5.99.4],ko00791,Atrazine degradation,Xenobiotics Biodegradation and Metabolism
K08720,ompU,outer membrane protein OmpU,ko01501,beta-Lactam resistance,Biosynthesis of Other Secondary Metabolites
K08720,ompU,outer membrane protein OmpU,ko05111,Vibrio cholerae pathogenic cycle,Infectious Diseases
K08723,yjjG,5'-nucleotidase [EC:3.1.3.5],ko00230,Purine metabolism,Nucleotide Metabolism
K08723,yjjG,5'-nucleotidase [EC:3.1.3.5],ko00240,Pyrimidine metabolism,Nucleotide Metabolism
K08723,yjjG,5'-nucleotidase [EC:3.1.3.5],ko00760,Nicotinate and nicotinamide metabolism,Metabolism of Cofactors and Vitamins
K08724,pbpB,penicillin-binding protein 2B,ko00550,Peptidoglycan biosynthesis,Glycan Biosynthesis and Metabolism
K08726,EPHX2,soluble epoxide hydrolase / lipid-phosphate phosphatase [EC:3.3.2.10 3.1.3.76],ko00590,Arachidonic acid metabolism,Lipid Metabolism
K08726,EPHX2,soluble epoxide hydrolase / lipid-phosphate phosphatase [EC:3.3.2.10 3.1.3.76],ko00625,Chloroalkane and chloroalkene degradation,Xenobiotics Biodegradation and Metabolism
K08726,EPHX2,soluble epoxide hydrolase / lipid-phosphate phosphatase [EC:3.3.2.10 3.1.3.76],ko04146,Peroxisome,Transport and Catabolism
K08728,E2.4.2.6,nucleoside deoxyribosyltransferase [EC:2.4.2.6],ko00240,Pyrimidine metabolism,Nucleotide Metabolism
K08738,CYC,cytochrome c,ko00920,Sulfur metabolism,Energy Metabolism
K08738,CYC,cytochrome c,ko02020,Two-component system,Signal Transduction
K08738,CYC,cytochrome c,ko04115,p53 signaling pathway,Cell Growth and Death
K08738,CYC,cytochrome c,ko04210,Apoptosis,Cell Growth and Death
K08738,CYC,cytochrome c,ko04932,Non-alcoholic fatty liver disease (NAFLD),#N/A
K08738,CYC,cytochrome c,ko05010,Alzheimer's disease,Neurodegenerative Diseases
K08738,CYC,cytochrome c,ko05012,Parkinson's disease,Neurodegenerative Diseases
K08738,CYC,cytochrome c,ko05014,Amyotrophic lateral sclerosis (ALS),Neurodegenerative Diseases
K08738,CYC,cytochrome c,ko05016,Huntington's disease,Neurodegenerative Diseases
K08738,CYC,cytochrome c,ko05134,Legionellosis,#N/A
K08738,CYC,cytochrome c,ko05145,Toxoplasmosis,Infectious Diseases
K08738,CYC,cytochrome c,ko05152,Tuberculosis,Infectious Diseases
K08738,CYC,cytochrome c,ko05161,Hepatitis B,#N/A
K08738,CYC,cytochrome c,ko05164,Influenza A,Infectious Diseases
K08738,CYC,cytochrome c,ko05168,Herpes simplex infection,#N/A
K08738,CYC,cytochrome c,ko05200,Pathways in cancer,Cancers
K08738,CYC,cytochrome c,ko05210,Colorectal cancer,Cancers
K08738,CYC,cytochrome c,ko05222,Small cell lung cancer,Cancers
K08738,CYC,cytochrome c,ko05416,Viral myocarditis,Cardiovascular Diseases
K08765,CPT1,carnitine O-palmitoyltransferase 1 [EC:2.3.1.21],ko00071,Fatty acid degradation,Lipid Metabolism
K08765,CPT1,carnitine O-palmitoyltransferase 1 [EC:2.3.1.21],ko01212,Fatty acid metabolism,Lipid Metabolism
K08765,CPT1,carnitine O-palmitoyltransferase 1 [EC:2.3.1.21],ko03320,PPAR signaling pathway,Endocrine System
K08765,CPT1,carnitine O-palmitoyltransferase 1 [EC:2.3.1.21],ko04152,AMPK signaling pathway,#N/A
K08765,CPT1,carnitine O-palmitoyltransferase 1 [EC:2.3.1.21],ko04920,Adipocytokine signaling pathway,Endocrine System
K08770,UBC,ubiquitin C,ko03320,PPAR signaling pathway,Endocrine System
K08902,psb27,photosystem II Psb27 protein,ko00195,Photosynthesis,Energy Metabolism
K08903,psb28,photosystem II 13kDa protein,ko00195,Photosynthesis,Energy Metabolism
K08904,psb28-2,photosystem II Psb28-2 protein,ko00195,Photosynthesis,Energy Metabolism
K08906,petJ,cytochrome c6,ko00195,Photosynthesis,Energy Metabolism
K08926,pufA,light-harvesting complex 1 alpha chain,ko02020,Two-component system,Signal Transduction
K08927,pufB,light-harvesting complex 1 beta chain,ko02020,Two-component system,Signal Transduction
K08928,pufL,photosynthetic reaction center L subunit,ko02020,Two-component system,Signal Transduction
K08929,pufM,photosynthetic reaction center M subunit,ko02020,Two-component system,Signal Transduction
K08930,pucA,light-harvesting protein B-800-850 alpha chain,ko02020,Two-component system,Signal Transduction
K08939,pucB,light-harvesting protein B-800-850 beta chain,ko02020,Two-component system,Signal Transduction
K08963,mtnA,methylthioribose-1-phosphate isomerase [EC:5.3.1.23],ko00270,Cysteine and methionine metabolism,Amino Acid Metabolism
K08964,mtnB,methylthioribulose-1-phosphate dehydratase [EC:4.2.1.109],ko00270,Cysteine and methionine metabolism,Amino Acid Metabolism
K08965,mtnW,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase [EC:5.3.2.5]",ko00270,Cysteine and methionine metabolism,Amino Acid Metabolism
K08966,mtnX,2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase [EC:3.1.3.87],ko00270,Cysteine and methionine metabolism,Amino Acid Metabolism
K08967,"mtnD, mtnZ, ADI1","1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]",ko00270,Cysteine and methionine metabolism,Amino Acid Metabolism
K08969,"mtnE, mtnV",aminotransferase [EC:2.6.1.-],ko00270,Cysteine and methionine metabolism,Amino Acid Metabolism
K09007,"GCH4, folE",GTP cyclohydrolase I [EC:3.5.4.16],ko00790,Folate biosynthesis,Metabolism of Cofactors and Vitamins
K09011,cimA,D-citramalate synthase [EC:2.3.1.182],ko00290,"Valine, leucine and isoleucine biosynthesis",Amino Acid Metabolism
K09011,cimA,D-citramalate synthase [EC:2.3.1.182],ko01210,2-Oxocarboxylic acid metabolism,#N/A
K09011,cimA,D-citramalate synthase [EC:2.3.1.182],ko01230,Biosynthesis of amino acids,#N/A
K09018,rutA,pyrimidine oxygenase [EC:1.14.99.46],ko00240,Pyrimidine metabolism,Nucleotide Metabolism
K09019,rutE,3-hydroxypropanoate dehydrogenase [EC:1.1.1.-],ko00240,Pyrimidine metabolism,Nucleotide Metabolism
K09020,rutB,ureidoacrylate peracid hydrolase [EC:3.5.1.110],ko00240,Pyrimidine metabolism,Nucleotide Metabolism
